name,main_category,category,address,city,postal,country,phone,place_id,cid,url,search_term,hours,rating,reviews_count,lat,lng,dine_in,takeout,vegetarian,alcohol,beer,coffee,breakfast,lunch,dinner,wifi,restroom,casual,family_friendly,tourists,reservations,cash_only
Doleshwor kirana and khaja pasal,Restaurant,Restaurant,"JCQQ+P3R, Doleshwor Mahadev Rd, Suryabinayak, Nepal",Suryabinayak,,NP,+977 984-9179459,ChIJbxCQVwAP6zkRt9jnnn1vHL4,13698946751881795767,https://www.google.com/maps/search/?api=1&query=Doleshwor%20kirana%20and%20khaja%20pasal&query_place_id=ChIJbxCQVwAP6zkRt9jnnn1vHL4,restaurant or cafe,7:30 to 8 AM,0.0,0,27.6393565,85.4376453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doleshwor Village Resort,Restaurant,Restaurant,"Doleshwor Mahadev Rd, Suryabinayak, Nepal",Suryabinayak,,NP,+977 1-5157222,ChIJJSBleJMR6zkRGS2eq66da8Y,14297694815546912025,https://www.google.com/maps/search/?api=1&query=Doleshwor%20Village%20Resort&query_place_id=ChIJJSBleJMR6zkRGS2eq66da8Y,restaurant,,4.0,153,27.6430437,85.4356005,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dulal tea shop,Cafe,Cafe,"Bhaktapur Nala Rd, Mahamanjushree Nagarkot, Nepal",Mahamanjushree Nagarkot,,NP,,ChIJNXzmPSAF6zkR-AeDWTkWK1U,6137023352793139192,https://www.google.com/maps/search/?api=1&query=Dulal%20tea%20shop&query_place_id=ChIJNXzmPSAF6zkR-AeDWTkWK1U,coffee shop,7 AM to 5 PM,3.7,11,27.6705657,85.4623427,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
Friendship restro,Restaurant,Restaurant,"suryabinayek, Kathmandu 44600, Nepal",Kathmandu,44600,NP,+977 976-5429118,ChIJEfKxBwAb6zkRT3xB3uXlXX0,9033629203014188111,https://www.google.com/maps/search/?api=1&query=Friendship%20restro&query_place_id=ChIJEfKxBwAb6zkRT3xB3uXlXX0,restaurant or cafe,8 AM to 9:30 PM,4.0,4,27.6603735,85.4485444,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0
Maya khaja ghar,Family restaurant,Family restaurant,"3 Araniko Highway, Suryabinayak 44811, Nepal",Suryabinayak,44811,NP,,ChIJtWvLAo8P6zkRGq6BYXWvUyg,2905859103266024986,https://www.google.com/maps/search/?api=1&query=Maya%20khaja%20ghar&query_place_id=ChIJtWvLAo8P6zkRGq6BYXWvUyg,restaurant or cafe,,5.0,1,27.6608589,85.4466364,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0
Pikhel Snooker and Pool House,Cafe,Cafe,"MCWX+WP4, Chhaling Road, Changunarayan, Nepal",Changunarayan,,NP,,ChIJ3wHIXdMF6zkRph1aQYGzUsM,14074509153214799270,https://www.google.com/maps/search/?api=1&query=Pikhel%20Snooker%20and%20Pool%20House&query_place_id=ChIJ3wHIXdMF6zkRph1aQYGzUsM,cafe,,0.0,0,27.6972587,85.4493306,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0
Daju Vai Khaja Ghar,Restaurant,Restaurant,"MFR6+X22, Bhaktapur, Nepal",Bhaktapur,,NP,,ChIJZ776VgAF6zkRf8E4EtjWT28,8020865684877132159,https://www.google.com/maps/search/?api=1&query=Daju%20Vai%20Khaja%20Ghar&query_place_id=ChIJZ776VgAF6zkRf8E4EtjWT28,restaurant,,0.0,0,27.6923888,85.4600068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peaceful Baansghari Resort,Restaurant,Restaurant,"MF62+6G5, Suryabinayak, Nepal",Suryabinayak,,NP,+977 1-6540692,ChIJP5GcW_YP6zkR7Bp0wbYTOCk,2970145629901429484,https://www.google.com/maps/search/?api=1&query=Peaceful%20Baansghari%20Resort&query_place_id=ChIJP5GcW_YP6zkR7Bp0wbYTOCk,restaurant,8 AM to 9 PM,3.2,22,27.6605064,85.4513596,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0
Dhanush Restaurant,Restaurant,Restaurant,"MF53+93V, Kathmandu, Nepal",Kathmandu,,NP,,ChIJRZIkovYP6zkRK1HfqtvpUFc,6291785809110454571,https://www.google.com/maps/search/?api=1&query=Dhanush%20Restaurant&query_place_id=ChIJRZIkovYP6zkRK1HfqtvpUFc,restaurant,,4.3,3,27.6584933,85.4526872,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0
Araniko Village Resort,Cottage rental,Cottage rental,"Araniko Highway Basghari, Bhaktapur 44806, Nepal",Bhaktapur,44806,NP,+977 1-6540321,ChIJR-wRCfQP6zkRIo9cwMve1vM,17570475962919587618,https://www.google.com/maps/search/?api=1&query=Araniko%20Village%20Resort&query_place_id=ChIJR-wRCfQP6zkRIo9cwMve1vM,cafe,,3.7,117,27.6574907,85.4540373,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Majic Mushroom Cafe,Restaurant,Restaurant,"JCQF+GG, Anantalingeshwar, Nepal",Anantalingeshwar,,NP,,ChIJPZKKd3UR6zkR8OSUEc2KP-w,17023477729851663600,https://www.google.com/maps/search/?api=1&query=Majic%20Mushroom%20Cafe&query_place_id=ChIJPZKKd3UR6zkR8OSUEc2KP-w,cafe,,0.0,0,27.6388035,85.4239018,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0
Seed & Spoon,Restaurant,Restaurant,"Ratopati Kamalbinayak-Jitpur, Chagunarayan 08, Nagarkot Road, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,+977 976-8406666,ChIJ674bn2wF6zkRGOYuYJAkTzY,3913386803715827224,https://www.google.com/maps/search/?api=1&query=Seed%20%26%20Spoon&query_place_id=ChIJ674bn2wF6zkRGOYuYJAkTzY,restaurant,7:30 AM to 10 PM,3.8,16,27.6818442,85.4583658,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0
NEA Training Centre Canteen,Cafe,Cafe,"MFP4+P7F, Mahamanjushree Nagarkot, Nepal",Mahamanjushree Nagarkot,,NP,+977 1-6620016,ChIJe_u4orMF6zkRFn_825UvkOw,17046176910284717846,https://www.google.com/maps/search/?api=1&query=NEA%20Training%20Centre%20Canteen&query_place_id=ChIJe_u4orMF6zkRFn_825UvkOw,cafe,8 AM to 8 PM,3.9,60,27.6868218,85.4556838,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1
Balaram Store,Restaurant,Restaurant,"MFQ4+GX6 Bansbari Bus Stop, Changunarayan, Nepal",Changunarayan,,NP,,ChIJKRn2lLUF6zkRq6-AOKiz4z8,4603720779186614187,https://www.google.com/maps/search/?api=1&query=Balaram%20Store&query_place_id=ChIJKRn2lLUF6zkRq6-AOKiz4z8,cafe,8 AM to 9 PM,4.0,3,27.6887846,85.4573773,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
S &S Fast Food,Restaurant,Restaurant,"MF98+FM8, Mahamanjushree Nagarkot, Nepal",Mahamanjushree Nagarkot,,NP,+977 984-3110749,ChIJk-0SQxsF6zkR3bwvO3bSj5I,10560891056448060637,https://www.google.com/maps/search/?api=1&query=S%20%26S%20Fast%20Food&query_place_id=ChIJk-0SQxsF6zkR3bwvO3bSj5I,cafe,,0.0,0,27.6686628,85.4666982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFC,Coffee shop,Coffee shop,"MFJ4+P2R, Saraswati Sthan Rd, Mahamanjushree Nagarkot, Nepal",Mahamanjushree Nagarkot,,NP,+977 970-6729369,ChIJV0DXvK4F6zkRnYwPcEGKROg,16736654128873180317,https://www.google.com/maps/search/?api=1&query=RFC&query_place_id=ChIJV0DXvK4F6zkRnYwPcEGKROg,coffee store,,0.0,0,27.6818551,85.4550173,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0
Manju chiya pasal,Coffee shop,Coffee shop,"MFJ3+P7X, Bhaktapur, Nepal",Bhaktapur,,NP,,ChIJ79QWbwAF6zkRX1lFuXook68,12651500285773306207,https://www.google.com/maps/search/?api=1&query=Manju%20chiya%20pasal&query_place_id=ChIJ79QWbwAF6zkRX1lFuXook68,coffee store,,0.0,0,27.6818554,85.4532209,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Hotel Simpani khabab khaja Ghar,Restaurant,Restaurant,"MC2Q+FPJ, Suryabinayak, Nepal",Suryabinayak,,NP,,ChIJzVQaABwP6zkRxWeT4zDMghU,1550025732117456837,https://www.google.com/maps/search/?api=1&query=Hotel%20Simpani%20khabab%20khaja%20Ghar&query_place_id=ChIJzVQaABwP6zkRxWeT4zDMghU,cafe,,4.3,3,27.6513561,85.439276,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0
Grocery shop,Cafe,Cafe,"Suryabinayak, Nepal",Suryabinayak,,NP,,ChIJlxchde8P6zkRYSGgsBIrtWo,7689099298077679969,https://www.google.com/maps/search/?api=1&query=Grocery%20shop&query_place_id=ChIJlxchde8P6zkRYSGgsBIrtWo,tea and coffee shop,6 to 8 AM,4.0,5,27.6483017,85.4489812,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1
Pratikshya kirana pasal,Coffee store,Coffee store,"Bhaktapur 44800, Nepal",Bhaktapur,,NP,+977 984-3610791,ChIJK8IvD_MF6zkR6ua1fqnWwNc,15546661937146619626,https://www.google.com/maps/search/?api=1&query=Pratikshya%20kirana%20pasal&query_place_id=ChIJK8IvD_MF6zkR6ua1fqnWwNc,coffee store,6 to 9 AM,0.0,0,27.666451,85.4466941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Purna Dai ko chya pasal,Cafe,Cafe,"Kamalvinayak - Dekocha Path, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,+977 984-1844844,ChIJUacd4kwF6zkRtDiYAq1BVUY,5068029167004039348,https://www.google.com/maps/search/?api=1&query=Purna%20Dai%20ko%20chya%20pasal&query_place_id=ChIJUacd4kwF6zkRtDiYAq1BVUY,cafe,6 AM to 9:30 PM,3.8,37,27.6772499,85.4391732,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1
Chicken Station Kamalbinayak,Restaurant,Restaurant,"Bhatkyapati, Kamalbinayak, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,+977 981-8243054,ChIJnys__EYF6zkRg0XUUBHATXA,8092335286057715075,https://www.google.com/maps/search/?api=1&query=Chicken%20Station%20Kamalbinayak&query_place_id=ChIJnys__EYF6zkRg0XUUBHATXA,restaurant or cafe,6:30 AM to 10:30 PM,3.0,2,27.6783067,85.4407137,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wanted Restaurant,Restaurant,Restaurant,"Bhaktapur 44800, Nepal",Bhaktapur,,NP,+977 984-1040280,ChIJM2SIKgAb6zkR8YYkDZ3Bg08,5729636031219926769,https://www.google.com/maps/search/?api=1&query=Wanted%20Restaurant&query_place_id=ChIJM2SIKgAb6zkR8YYkDZ3Bg08,restaurant,8 AM to 10 PM,4.7,15,27.6696016,85.4109786,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0
Khushi Khaja Ghar,Asian restaurant,Asian restaurant,"MC86+82F, Unnamed Road, Suryabinayak 44800, Nepal",Suryabinayak,44800,NP,,ChIJaYewU4Mb6zkRTYlp7CnzlHU,8472664160376293709,https://www.google.com/maps/search/?api=1&query=Khushi%20Khaja%20Ghar&query_place_id=ChIJaYewU4Mb6zkRTYlp7CnzlHU,restaurant,8 AM to 8 PM,5.0,2,27.6658123,85.4100564,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Crave Corner,Asian restaurant,Asian restaurant,"MCC5+4R7, Suryabinayak 44800, Nepal",Suryabinayak,44800,NP,+977 986-0356866,ChIJ3_D1bQAb6zkRU9GrKTF7ltc,15534739415743844691,https://www.google.com/maps/search/?api=1&query=Crave%20Corner&query_place_id=ChIJ3_D1bQAb6zkRU9GrKTF7ltc,restaurant,,5.0,1,27.6704538,85.409407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bardali Kitchen & Sekuwa Ghar,Family restaurant,Family restaurant,"MCC3+XXW Srijananagar, 44800, Nepal",Suryabinayak,44800,NP,+977 980-2004733,ChIJOe7dVqMb6zkRDCF7CU67Fyc,2816926035784442124,https://www.google.com/maps/search/?api=1&query=Bardali%20Kitchen%20%26%20Sekuwa%20Ghar&query_place_id=ChIJOe7dVqMb6zkRDCF7CU67Fyc,restaurant,Open 24 hours,4.7,45,27.6724375,85.4049375,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0
Taboche Restaurant and coffee shop,Restaurant,Restaurant,"Bhaktapur 44800, Nepal",Bhaktapur,,NP,+977 982-4926296,ChIJX2X55PAb6zkRxU85igeUexI,1331820874922807237,https://www.google.com/maps/search/?api=1&query=Taboche%20Restaurant%20and%20coffee%20shop&query_place_id=ChIJX2X55PAb6zkRxU85igeUexI,restaurant,7 AM to 8 PM,4.6,111,27.6713645,85.4213097,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0
The Burger House and Crunchy Fried Chicken,Restaurant,Restaurant,"Suryabinayak 44800, Nepal",Suryabinayak,,NP,+977 985-1278549,ChIJW90xz6gb6zkRjAreA__C2NY,15481338119623412364,https://www.google.com/maps/search/?api=1&query=The%20Burger%20House%20and%20Crunchy%20Fried%20Chicken&query_place_id=ChIJW90xz6gb6zkRjAreA__C2NY,restaurant,8:30 AM to 9 PM,3.4,255,27.6704472,85.4096093,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0
Paradise Foodland,Restaurant,Restaurant,"MCC6+822, Bhaktapur 44800, Nepal",Bhaktapur,,NP,+977 1-6613292,ChIJQdPnSOgb6zkRrzFUFMlXrxs,1994909681089524143,https://www.google.com/maps/search/?api=1&query=Paradise%20Foodland&query_place_id=ChIJQdPnSOgb6zkRrzFUFMlXrxs,restaurant,6 AM to 9 PM,3.3,138,27.6707736,85.4100168,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0
Sarlahi Khaja Ghar,Fast food restaurant,Fast food restaurant,"MC97+F5M, Araniko Highway, Suryabinayak 44800, Nepal",Suryabinayak,44800,NP,+977 984-9761614,ChIJbw7MQJka6zkRaqnsxRizyK8,12666570870960728426,https://www.google.com/maps/search/?api=1&query=Sarlahi%20Khaja%20Ghar&query_place_id=ChIJbw7MQJka6zkRaqnsxRizyK8,restaurant,6 AM to 8 PM,5.0,1,27.6687012,85.4129098,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0
Maila Daiko Khaja Ghar,Fast food restaurant,Fast food restaurant,"MC95+RFF, Araniko Highway, Suryabinayak 44800, Nepal",Suryabinayak,44800,NP,+977 984-9848551,ChIJ1VV-D5sa6zkR3ulT24MNsEc,5165643632565545438,https://www.google.com/maps/search/?api=1&query=Maila%20Daiko%20Khaja%20Ghar&query_place_id=ChIJ1VV-D5sa6zkR3ulT24MNsEc,restaurant,5 AM to 8 PM,4.7,3,27.6695565,85.4086816,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0
Sushmita Khaja Ghar,Fast food restaurant,Fast food restaurant,"MC97+R3X, Araniko Highway, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,,ChIJN7orbJka6zkRoMveoUhW7XY,8569600535909288864,https://www.google.com/maps/search/?api=1&query=Sushmita%20Khaja%20Ghar&query_place_id=ChIJN7orbJka6zkRoMveoUhW7XY,restaurant,,5.0,1,27.6696088,85.4127312,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Universal Tandoori Cafe,Family restaurant,Family restaurant,"Tinkune, Sallahghari, Araniko Highway, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,+977 1-6615225,ChIJNWNJ7Joa6zkRSavBJME-tgk,699815791368973129,https://www.google.com/maps/search/?api=1&query=Universal%20Tandoori%20Cafe&query_place_id=ChIJNWNJ7Joa6zkRSavBJME-tgk,restaurant,8 AM to 8 PM,3.5,179,27.6713044,85.4082338,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0
North Rooftop Restaurant,Family restaurant,Family restaurant,"Ittachhen - 1, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,+977 985-1105358,ChIJ6QXUKKgb6zkR3hmlc1AnGb8,13770080562153069022,https://www.google.com/maps/search/?api=1&query=North%20Rooftop%20Restaurant&query_place_id=ChIJ6QXUKKgb6zkR3hmlc1AnGb8,restaurant,12 to 8 PM,4.1,54,27.6721412,85.423476,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0
Bluemoon homestay and Restaurant,Restaurant,Restaurant,"1 Sallaghari, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,+977 985-1110566,ChIJDVl62OIb6zkRDSJCFUdave8,17275063007008924173,https://www.google.com/maps/search/?api=1&query=Bluemoon%20homestay%20and%20Restaurant&query_place_id=ChIJDVl62OIb6zkRDSJCFUdave8,restaurant,7 AM to 10 PM,4.8,13,27.6751651,85.4085202,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0
Old Town Food: Best Late-Night Food in Bhaktapur,Family restaurant,Family restaurant,"2 Sallaghari- Duwakot Rd, Changunarayan 44800, Nepal",Changunarayan,44800,NP,+977 980-8210435,ChIJ4Rmjn8Eb6zkRB_ltBQDlPXU,8448160264270772487,https://www.google.com/maps/search/?api=1&query=Old%20Town%20Food%3A%20Best%20Late-Night%20Food%20in%20Bhaktapur&query_place_id=ChIJ4Rmjn8Eb6zkRB_ltBQDlPXU,restaurant,6 AM to 11:30 PM,4.1,344,27.6776181,85.4075666,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Newa Nanee,Restaurant,Restaurant,"MCF6+4RR, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,+977 985-1125080,ChIJMXMScXYb6zkRwbEmhwIuVmM,7157959246144254401,https://www.google.com/maps/search/?api=1&query=Newa%20Nanee&query_place_id=ChIJMXMScXYb6zkRwbEmhwIuVmM,restaurant,11 AM to 9 PM,4.2,57,27.6735524,85.4124763,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Mi:loco Cafe' n Restaurant,Restaurant,Restaurant,"Bhaktapur Multiple Campus Road, Dudhpati-1, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,+977 985-1170524,ChIJx9KIxvob6zkRWMruWmNw704,5687888426421897816,https://www.google.com/maps/search/?api=1&query=Mi%3Aloco%20Cafe'%20n%20Restaurant&query_place_id=ChIJx9KIxvob6zkRWMruWmNw704,restaurant,7 AM to 9:30 PM,4.0,85,27.6711367,85.4216744,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0
Swastik Newari Khaja Ghar (Authentic Newari Restaurant),Nepalese restaurant,Nepalese restaurant,"Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,+977 984-3518502,ChIJoQJ8TAAb6zkRAiXnCCvUubw,13599133831119971586,https://www.google.com/maps/search/?api=1&query=Swastik%20Newari%20Khaja%20Ghar%20(Authentic%20Newari%20Restaurant)&query_place_id=ChIJoQJ8TAAb6zkRAiXnCCvUubw,restaurant,8 AM to 9 PM,5.0,14,27.6722911,85.426915,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jai MataDi Sweet and Chat House,Restaurant,Restaurant,"Unnamed Road, 44800, Nepal",Suryabinayak,,NP,+977 982-3303148,ChIJeyMk_Ywb6zkRWHnvrsDj1yE,2438668139952568664,https://www.google.com/maps/search/?api=1&query=Jai%20MataDi%20Sweet%20and%20Chat%20House&query_place_id=ChIJeyMk_Ywb6zkRWHnvrsDj1yE,restaurant,7 AM to 7 PM,3.7,7,27.6695517,85.410913,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Lakshmi Khaja Ghar,Fast food restaurant,Fast food restaurant,"MC96+CPX, Araniko Highway, Suryabinayak 44800, Nepal",Suryabinayak,44800,NP,+977 981-8593317,ChIJcagWX5ka6zkR1jn1_KX0ZbA,12710834517073803734,https://www.google.com/maps/search/?api=1&query=Lakshmi%20Khaja%20Ghar&query_place_id=ChIJcagWX5ka6zkR1jn1_KX0ZbA,restaurant,6 AM to 8 PM,4.2,9,27.668624,85.4118629,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1
Cafe JAC Bhaktapur,Restaurant,Restaurant,"Suryabinayak 44800, Nepal",Suryabinayak,44800,NP,+977 986-0415789,ChIJSdUdyfcb6zkRnUq5A9OdlXg,8689024585707375261,https://www.google.com/maps/search/?api=1&query=Cafe%20JAC%20Bhaktapur&query_place_id=ChIJSdUdyfcb6zkRnUq5A9OdlXg,restaurant,9 AM to 10 PM,5.0,3,27.6652664,85.4226844,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Dipa Khaja Ghar,Fast food restaurant,Fast food restaurant,"MC8C+H2G, Araniko Highway, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,,ChIJBe-8cqEa6zkRZyGK9XtdAw4,1009753528442954087,https://www.google.com/maps/search/?api=1&query=Dipa%20Khaja%20Ghar&query_place_id=ChIJBe-8cqEa6zkRZyGK9XtdAw4,restaurant,,5.0,1,27.6664314,85.420063,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0
CHOPSTICK,Fast food restaurant,Fast food restaurant,"Unnamed Road, Suryabinayak 44800, Nepal",Suryabinayak,44800,NP,+977 988-1468833,ChIJk3OFPUgb6zkRUPfr02ApCuE,16215818904149948240,https://www.google.com/maps/search/?api=1&query=CHOPSTICK&query_place_id=ChIJk3OFPUgb6zkRUPfr02ApCuE,restaurant,8:30 AM to 9 PM,4.4,5,27.6689815,85.4057539,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0
Sukul Dhoka ko Michael Momo,Chinese restaurant,Chinese restaurant,"MCC5+7MQ, Suryabinayak 44800, Nepal",Suryabinayak,44800,NP,,ChIJI8PY--Yb6zkRxywH9oI0OOM,16372894182383496391,https://www.google.com/maps/search/?api=1&query=Sukul%20Dhoka%20ko%20Michael%20Momo&query_place_id=ChIJI8PY--Yb6zkRxywH9oI0OOM,restaurant,,3.5,2,27.670709,85.4092365,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Suddha Sakahari Khaja Ghar,Breakfast restaurant,Breakfast restaurant,"Araniko Highway, Suryabinayak 44800, Nepal",Suryabinayak,44800,NP,+977 984-1753069,ChIJ60FXBJsa6zkR1MSo9D9-iqw,12432888534462416084,https://www.google.com/maps/search/?api=1&query=Suddha%20Sakahari%20Khaja%20Ghar&query_place_id=ChIJ60FXBJsa6zkR1MSo9D9-iqw,restaurant,6 AM to 7 PM,0.0,0,27.669819,85.408712,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
RBrr Khaja ghar,Restaurant,Restaurant,"MC77+QQX, Suryabinayak 44800, Nepal",Suryabinayak,44800,NP,,ChIJ1RRoK4Eb6zkROgNiuWS2t3Y,8554506560936739642,https://www.google.com/maps/search/?api=1&query=RBrr%20Khaja%20ghar&query_place_id=ChIJ1RRoK4Eb6zkROgNiuWS2t3Y,restaurant,,0.0,0,27.6644892,85.414486,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
Sindhu Khaja Ghar,Fast food restaurant,Fast food restaurant,"MC89+JQ9, Araniko Highway, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,,ChIJE1kunqEa6zkRPcIHYMbBjVs,6597142086926451261,https://www.google.com/maps/search/?api=1&query=Sindhu%20Khaja%20Ghar&query_place_id=ChIJE1kunqEa6zkRPcIHYMbBjVs,restaurant,7 AM to 8 PM,3.0,2,27.6665413,85.4194733,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0
J.K. Rimjhim Food Stick,Asian restaurant,Asian restaurant,"MC86+R59, Unnamed Road, Suryabinayak 44800, Nepal",Suryabinayak,44800,NP,+977 984-6803676,ChIJFQsVBwkb6zkRCDLs8epHc2Y,7382323288597082632,https://www.google.com/maps/search/?api=1&query=J.K.%20Rimjhim%20Food%20Stick&query_place_id=ChIJFQsVBwkb6zkRCDLs8epHc2Y,restaurant,,0.0,0,27.6670465,85.4104814,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0
Takila tea sallaghari outlet,Restaurant,Restaurant,"MCC5+327, Unnamed Road, Suryabinayak 44800, Nepal",Suryabinayak,44800,NP,,ChIJf2N-RGsb6zkRH2en5yvXY-4,17177809987291277087,https://www.google.com/maps/search/?api=1&query=Takila%20tea%20sallaghari%20outlet&query_place_id=ChIJf2N-RGsb6zkRH2en5yvXY-4,restaurant,,0.0,0,27.6701624,85.4075394,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Maa’s Cafe,Cafe,Cafe,"Tinkune, Sallahghari, Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,+977 970-1322886,ChIJ_VsgMn8b6zkRHX7I7dB9Gks,5411776238535081501,https://www.google.com/maps/search/?api=1&query=Maa%E2%80%99s%20Cafe&query_place_id=ChIJ_VsgMn8b6zkRHX7I7dB9Gks,restaurant or cafe,7 AM to 9 PM,4.9,52,27.6708336,85.4091961,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0
Café:In,Coffee shop,Coffee shop,"Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,+977 984-9826334,ChIJ7Z2XjEwb6zkRd5jpjRqZTrE,12776317532225771639,https://www.google.com/maps/search/?api=1&query=Caf%C3%A9%3AIn&query_place_id=ChIJ7Z2XjEwb6zkRd5jpjRqZTrE,restaurant or cafe,8 AM to 8:15 PM,4.8,12,27.664202,85.4217985,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0
Cin Cin Garden,Restaurant,Restaurant,"Bhaktapur 44800, Nepal",Bhaktapur,44800,NP,+977 985-1437555,ChIJLZDyCwAb6zkRpLvmbA5i6Sw,3236225621338536868,https://www.google.com/maps/search/?api=1&query=Cin%20Cin%20Garden&query_place_id=ChIJLZDyCwAb6zkRpLvmbA5i6Sw,restaurant or cafe,7:30 AM to 9 PM,4.7,402,27.6706505,85.4218284,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
The light cafe and restaurant,Restaurant,Restaurant,"Suryabinayak 44800, Nepal",Suryabinayak,,NP,,ChIJZQr1LgAb6zkRUPbPY9-s728,8065855533096105552,https://www.google.com/maps/search/?api=1&query=The%20light%20cafe%20and%20restaurant&query_place_id=ChIJZQr1LgAb6zkRUPbPY9-s728,restaurant or cafe,6 AM to 9 PM,5.0,1,27.6633759,85.4237223,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
Baiga Cafe and Rooftop,Restaurant,Restaurant,"MCFF+3XG, Bhaktapur 44800, Nepal",Bhaktapur,,NP,+977 981-1881730,ChIJvUcqAwAb6zkRDJCRu4rHzdw,15910592457236123660,https://www.google.com/maps/search/?api=1&query=Baiga%20Cafe%20and%20Rooftop&query_place_id=ChIJvUcqAwAb6zkRDJCRu4rHzdw,restaurant or cafe,6:30 AM to 9 PM,4.9,10,27.6726941,85.4249557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOMO MUNI CAFE,Family restaurant,Family restaurant,"MCC4+V9G, Suryabinayak 44800, Nepal",Suryabinayak,44800,NP,,ChIJDxg_w2kb6zkRMw3Z8p07opY,10854303601486531891,https://www.google.com/maps/search/?api=1&query=MOMO%20MUNI%20CAFE&query_place_id=ChIJDxg_w2kb6zkRMw3Z8p07opY,restaurant or cafe,10 AM to 8 PM,5.0,1,27.6721982,85.4058445,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
