name,main_category,category,address,city,lat,lng,rating,reviews_count,reviewsDistribution_oneStar,reviewsDistribution_twoStar,reviewsDistribution_threeStar,reviewsDistribution_fourStar,reviewsDistribution_fiveStar,weekly_hours,wifi,dine_in,takeout,delivery,breakfast,lunch,dinner,vegetarian,coffee,alcohol,beer,casual,family_friendly,tourists,reservations,cash_only,wheelchair_accessible_entrance,source_file,distribution_generated
Subecchya Restaurant (Shree Ram Birbal),Asian restaurant,Asian restaurant,"MCG4+M7W, Bhaktapur 44800, Nepal",Bhaktapur,27.6767355,85.4056893,4.0,1,0,0,0,1,0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1
Jaiswal Handi mutton Restaurant,Indian restaurant,Indian restaurant,"MCF5+9MX, Bhaktapur 44800, Nepal",Bhaktapur,27.6734827,85.409241,4.0,4,0,0,1,2,1,91.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1
Newa Kitchen & Sekuwa House,Family restaurant,Family restaurant,"MCF5+8QH, Bhaktapur 44800, Nepal",Bhaktapur,27.6732633,85.409524,2.0,1,0,1,0,0,0,63.0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,,1
Khwopa Garden Restaurant,Fast food restaurant,Fast food restaurant,"MCCF+P2V, Bhaktapur 44800, Nepal",Bhaktapur,27.6718514,85.4225442,4.0,1,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
Kausee Newari Resturant,Restaurant,Restaurant,"MCH4+6XV, Sallaghari- Duwakot Rd, Changunarayan 44800, Nepal",Changunarayan,27.6781112,85.4074216,3.7,3,1,0,0,0,2,168.0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,,0
Brothers food cafe,Family restaurant,Family restaurant,"MCH4+6RV, Bhaktapur Road, Changunarayan 44800, Nepal",Changunarayan,27.678122,85.4070447,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Shiva sweets and fastfood restro,Restaurant,Restaurant,"MCF5+RQF, Nagarkot Road, Bhaktapur 44800, Nepal",Bhaktapur,27.6745623,85.4094066,3.0,5,2,0,1,0,2,92.5,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,,0
JHIGU BHWYAE CHEN,Restaurant,Restaurant,"MCF5+8WJ, Nagarkot Road, Bhaktapur 44800, Nepal",Bhaktapur,27.6733384,85.4097721,0.0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,0
TAJ KHAJA ghar,Restaurant,Restaurant,"Bhaktapur Road, Bhaktapur 44800, Nepal",Bhaktapur,27.6760772,85.4085931,0.0,0,0,0,0,0,0,94.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
AJ Cafeteria,Cafe,Cafe,"MCF5+GWG, Nagarkot Road, Bhaktapur 44800, Nepal",Bhaktapur,27.673825,85.4098184,3.5,11,1,2,2,3,3,94.5,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,,0
भि,Restaurant,Restaurant,"Bhaktapur 44800, Nepal",Bhaktapur,27.6738307,85.4097828,4.9,8,0,0,0,1,7,80.5,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
Minu KhajaGhar and Bhojanalay,Fast food restaurant,Fast food restaurant,"MCF5+GQX, Nagarkot Road, Bhaktapur 44800, Nepal",Bhaktapur,27.6738602,85.4094831,5.0,1,0,0,0,0,1,0.0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,,0
SallaGhari Khaja Ghar,Fast food restaurant,Fast food restaurant,"MCF6+G32, Nagarkot Road, Bhaktapur 44800, Nepal",Bhaktapur,27.6737669,85.4101513,4.0,1,0,0,0,1,0,91.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
Gopal Khaja Ghar,Restaurant,Restaurant,"MCH5+22M, Bhaktapur Road, Bhaktapur 44800, Nepal",Bhaktapur,27.6775961,85.4075601,4.0,2,0,0,1,0,1,0.0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,,0
Sanu Mo:Mo: Center and Bhojanalay,Dumpling restaurant,Dumpling restaurant,"MCC4+QG2, Araniko Highway, Suryabinayak 44800, Nepal",Suryabinayak,27.6718939,85.4062693,2.3,3,2,0,0,0,1,90.0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,,0
Sanju Cold Store,Restaurant,Restaurant,"MCG8+9VP, Bhaktapur 44800, Nepal",Bhaktapur,27.6759705,85.4171998,0.0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
Chonga Ganesh Newari Khaja Ghar,Brunch restaurant,Brunch restaurant,"MCGC+728 Ittapako, Nagarkot Rd, Bhaktapur 44800, Nepal",Bhaktapur,27.6756675,85.4200654,0.0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
Mayur Restaurant,Restaurant,Restaurant,"Dattatraya Square, Tachupal Tole, Bhaktapur 44800, Nepal",Bhaktapur,27.6733621,85.434938,4.3,311,0,1,38,160,112,63.0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,,1
"Bhadrakali Snooker,pool,Cafe and Hookah",Breakfast restaurant,Breakfast restaurant,"MCCF+94J, Bhaktapur 44800, Nepal",Bhaktapur,27.6709669,85.4227737,4.0,1,0,0,0,1,0,98.0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,,1
Divyashree Restaurant And Banquet,Restaurant,Restaurant,"MCC3+RQ5, Srijana Nagar Bus Stop, Araniko Highway, Bhaktapur, Nepal",Bhaktapur,27.6720143,85.4044925,3.8,13,0,0,4,7,2,105.0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,,1
BC Fast Foodl,Barbecue restaurant,Barbecue restaurant,"MC8G+3WM, Suryabinayak 44800, Nepal",Suryabinayak,27.6652101,85.4272984,0.0,0,0,0,0,0,0,91.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
Hena Coffee,Coffee shop,Coffee shop,"Muldhoka, Kamalbinayak-10, Bhaktapur 44800, Nepal",Bhaktapur,27.677081,85.4359849,5.0,10,0,0,0,3,7,91.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,1
Old Mill Cafe,Coffee shop,Coffee shop,"Kamalbinayak, Bhaktapur 44800, Nepal",Bhaktapur,27.675913,85.4392927,5.0,8,0,0,0,2,6,0.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,1
MR BAKE Coffee,Coffee shop,Coffee shop,"MCGQ+G45, Kamal-Vinayak Bus Park, Garud Kundal Road, Bhaktapur 44800, Nepal",Bhaktapur,27.6762531,85.4378648,3.9,21,0,0,6,11,4,91.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,1
The Coffee Time,Coffee shop,Coffee shop,"MCFM+P66 Nag-Pokhari, Bhaktapur 44800, Nepal",Bhaktapur,27.6742754,85.4330135,5.0,1,0,0,0,0,1,91.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,,1
Chiya Daboo,Coffee shop,Coffee shop,"MCFQ+8QG, Bhaktapur 44800, Nepal",Bhaktapur,27.673315,85.4394403,5.0,1,0,0,0,0,1,91.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1
Sanereetaz Balakhu Café,Coffee shop,Coffee shop,"Balakhu 44800, Nepal",Balakhu,27.6726124,85.4292056,5.0,7,0,0,0,2,5,122.5,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,,1
Food Bowl Restaurant,Coffee shop,Coffee shop,"Garud Kundal Road, Bhaktapur 44800, Nepal",Bhaktapur,27.6771492,85.436841,4.6,58,0,0,3,25,30,87.5,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,,1
Kaman Coffee Shop,Coffee shop,Coffee shop,"Chyamhasingh busstop, Jagati-KamalBinayak Rd, Bhaktapur 44800, Nepal",Bhaktapur,27.6734349,85.4381693,4.1,41,0,0,8,22,11,108.5,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,,1
Coffee in Style,Cafe,Cafe,"kwachhe tole 5, 44800, Nepal",Bhaktapur,27.6713463,85.4300451,4.4,105,0,0,10,52,43,91.0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,,1
Himalayan Java Coffee - Bhaktapur,Coffee shop,Coffee shop,"Taumadhi Square, Bhaktapur 44600, Nepal",Bhaktapur,27.6708631,85.4292379,4.7,193,0,0,9,76,108,105.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,,1
Bikerz Point,Cafe,Cafe,"MCHM+8HW, Changunarayan Rd, Bhaktapur 44800, Nepal",Bhaktapur,27.6783543,85.4339395,4.8,6,0,0,0,2,4,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,1
Nyasa Cafe,Cafe,Cafe,"MCGQ+JJ7, Bhaktapur 44800, Nepal",Bhaktapur,27.676534,85.43905,5.0,4,0,0,0,1,3,105.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1
Time's Cafe And Restro,Restaurant,Restaurant,"Bhaktapur 44800, Nepal",Bhaktapur,27.6774529,85.4380362,4.0,189,0,3,42,102,42,85.0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,,1
JUJU CAFE,Cafe,Cafe,"बलखु 44800, Nepal",बलखु,27.6726179,85.4292028,4.4,57,0,0,6,28,23,91.0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,,1
Fursad cafe,Cafe,Cafe,"Byasi Gate, Nagarkot Rd, Bhaktapur 44800, Nepal",Bhaktapur,27.675584,85.4302642,5.0,3,0,0,0,1,2,70.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,,1
Chiya Sangai: Best Tea Shop in Bhaktapur,Tea store,Tea store,"Kamalbinayak, Bhaktapur 44800, Nepal",Bhaktapur,27.6769293,85.4377586,5.0,1,0,0,0,0,1,112.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,1
Bhintuna food cafe,Restaurant,Restaurant,"Kamalpokhari Path, Bhaktapur 44800, Nepal",Bhaktapur,27.675825,85.4381791,4.8,31,0,0,1,11,19,101.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,,1
Moody Cafe,Restaurant,Restaurant,"Mahakali, Bhaktapur 44800, Nepal",Bhaktapur,27.6756057,85.4317077,4.5,15,0,0,1,7,7,84.0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,,1
Restaurant Tusa,Restaurant,Restaurant,"Nagpokhari, Bhaktapur 44800, Nepal",Bhaktapur,27.6736992,85.4334327,4.7,109,0,0,5,43,61,0.0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0,,1
Lovely Milk Bar Bhaktapur,Cafe,Cafe,"MCFM+9W5 Tachpal Tole, Bhaktapur 44800, Nepal",Bhaktapur,27.6733785,85.4348665,5.0,13,0,0,0,4,9,91.0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,,1
De' Hide Out Cafe With Restro,Restaurant,Restaurant,"Liwali-8, Opposite of Khwopa Engineering College main gate, Bhaktapur 44800, Nepal",Bhaktapur,27.6708993,85.4389241,4.2,26,0,0,4,14,8,98.0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,,1
HADA STORE (BHAKTAPUR JUJU DHAU 巴德岗老酸奶店）,Coffee shop,Coffee shop,"03 Durbar Square Main Gate, Bhaktapur 44800, Nepal",Bhaktapur,27.6722935,85.4269415,4.5,36,0,0,3,17,16,104.5,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,,1
Namaste Coffee Shop,Coffee shop,Coffee shop,"Nagarkot Road, Bhaktapur 44800, Nepal",Bhaktapur,27.6713833,85.4295005,4.5,8,0,0,0,4,4,0.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,1
Jhee Newa Cafe,Coffee shop,Coffee shop,"MCFJ+2FW, Bhaktapur 44800, Nepal",Bhaktapur,27.6726029,85.4312104,4.0,1,0,0,0,1,0,101.5,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,1
Kissing Fish Spa,Coffee shop,Coffee shop,"MCCJ+M36, Bhaktapur 44800, Nepal",Bhaktapur,27.6716587,85.4301434,5.0,1,0,0,0,0,1,78.0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,,1
Kopu burger cafe,Coffee shop,Coffee shop,"MCCH+9WW, Bhaktapur 44800, Nepal",Bhaktapur,27.6709997,85.4298171,5.0,1,0,0,0,0,1,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,1
Ichu galli,Coffee shop,Coffee shop,"3 Somala galli, Kathmandu 44600, Nepal",Kathmandu,27.6713256,85.4279672,5.0,1,0,0,0,0,1,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,1
DAAMI Cafe,Coffee shop,Coffee shop,"MC9H+M64, Rammandir Rd, Bhaktapur 44800, Nepal",Bhaktapur,27.6691297,85.4280708,5.0,1,0,0,0,0,1,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,1
Kanxi chiya pasal,Coffee shop,Coffee shop,"MCCJ+WXX, Araniko Highway, Bhaktapur 44800, Nepal",Bhaktapur,27.6722306,85.4324328,1.0,1,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,1
Coffee Break,Cafe,Cafe,"Tibukchhen Tol, Bhaktapur 44800, Nepal",Bhaktapur,27.6718026,85.4305635,5.0,5,0,0,0,1,4,84.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1
Pulanchhen,Cafe,Cafe,"MCFG+GRH, Bholachhen - Yachhen Rd, Bhaktapur 44800, Nepal",Bhaktapur,27.673801,85.4270962,5.0,1,0,0,0,0,1,98.0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,,1
Sha-Jhya Cafe & Funkey Delights,Cafe,Cafe,"MCCH+QR9, Unnamed Road, Bhaktapur 44800, Nepal",Bhaktapur,27.6719183,85.4296154,3.7,158,0,6,55,78,19,91.0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,,1
Bhaktapur King Curd,Cafe,Cafe,"MCCG+WR6, Bhaktapur 44800, Nepal",Bhaktapur,27.6722945,85.4270212,4.4,8,0,0,1,4,3,94.5,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,1
Chandrayan Espresso Bar,Espresso bar,Espresso bar,"Nagarkot Road, Ittachhen - 17, Bhaktapur 44800, Nepal",Bhaktapur,27.6721252,85.4235942,3.8,86,6,4,22,19,35,98.0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,,0
Suresh coffee shop,Coffee shop,Coffee shop,"MCHJ+24J Mahakali sthan, Bhaktapur 44800, Nepal",Bhaktapur,27.6775854,85.4302684,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,0
श्याम चिया पसल,Coffee shop,Coffee shop,"MCGM+C28, Bhaktapur 44800, Nepal",Bhaktapur,27.6760317,85.4325788,0.0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,0
Fried local foods,Coffee shop,Coffee shop,"MCCH+PV5, Bhaktapur 44800, Nepal",Bhaktapur,27.6718627,85.4297751,0.0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,0
Art Gallery Cafe (AGC),Coffee shop,Coffee shop,"MCCJ+PX6, Golmadhi, Bhaktapur 44800, Nepal",Bhaktapur,27.6717925,85.4324033,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0
Kharbuza's Shop,Coffee shop,Coffee shop,"MCGF+V4G, Bhaktapur 44800, Nepal",Bhaktapur,27.6771993,85.4228395,0.0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,0
rajan khiunju,Coffee shop,Coffee shop,"MCFG+WWM, Bhaktapur 44800, Nepal",Bhaktapur,27.6748464,85.4273098,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0
Daily Grind Coffee,Restaurant,Restaurant,"Bhaktapur Durbar Square, Bhaktapur 44800, Nepal",Bhaktapur,27.6721663,85.429265,4.8,9,0,0,0,2,7,98.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Gomari Chhen,Coffee shop,Coffee shop,"MCCM+W47, Golmadhi Tol, Bhaktapur 44800, Nepal",Bhaktapur,27.6722932,85.4327994,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0
Tuchhimama,Coffee shop,Coffee shop,"MCFJ+8FR, Tuchhimala Rd, Bhaktapur 44800, Nepal",Bhaktapur,27.6733738,85.4311453,0.0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,0
Aayan’s cafe and fastfood,Coffee shop,Coffee shop,"MCFJ+9FC, Tuchhimala Rd, Bhaktapur 44800, Nepal",Bhaktapur,27.6734265,85.4311372,0.0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,0
Punahari Coffee Shop,Cafe,Cafe,"MCGP+734, Bhaktapur 44800, Nepal",Bhaktapur,27.6756396,85.4351914,1.0,1,1,0,0,0,0,0.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,0
Cafe De Bonjour,Fast food restaurant,Fast food restaurant,"MCFG+3MP, Bhaktapur 44800, Nepal",Bhaktapur,27.6727303,85.4267056,4.2,6,1,0,0,1,4,87.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,0
The Hangout,Cafe,Cafe,"MCGJ+GW9, Bhaktapur 44800, Nepal",Bhaktapur,27.676286,85.4323664,4.0,4,1,0,0,0,3,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,0
Khwopa Media,Cafe,Cafe,"MCCP+QVX, Bhaktapur 44800, Nepal",Bhaktapur,27.6719772,85.4372379,5.0,1,0,0,0,0,1,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,0
Namo Buddha Khaja Ghar,Cafe,Cafe,"MCGF+C5P, Nagarkot Rd, Bhaktapur 44800, Nepal",Bhaktapur,27.6760901,85.4229492,4.5,4,0,0,1,0,3,84.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,0
बर्गर हाउस,Cafe,Cafe,"MCFG+38P, Bhaktapur 44800, Nepal",Bhaktapur,27.6727151,85.4258303,4.1,155,3,8,25,50,69,77.0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,,0
Zoom Eat Street,Cafe,Cafe,"MCFG+3MP, Bhaktapur 44800, Nepal",Bhaktapur,27.6727115,85.4266876,2.5,2,1,0,0,1,0,91.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,0
Cafe Zone,Cafe,Cafe,"MCCJ+P7F, Bhaktapur 44800, Nepal",Bhaktapur,27.6718091,85.4306621,3.8,21,1,2,4,7,7,101.5,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,,0
TERAKOTA WINDOW CAFE,Cafe,Cafe,"MCFJ+GF, Tuchhimala Rd, Bhaktapur 44800, Nepal",Bhaktapur,27.6738041,85.4311855,0.0,0,0,0,0,0,0,114.0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,,0
Lumanti Cafe,Cafe,Cafe,"Bhaktapur 44800, Nepal",Bhaktapur,27.6733741,85.4370836,0.0,0,0,0,0,0,0,77.0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,,0
Vajra Boutique Hotel,Restaurant,Restaurant,"10 Nagarkot Rd, Bhaktapur 44800, Nepal",Bhaktapur,27.6726197,85.4295217,4.2,209,13,8,21,59,108,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,,0
Alphabet Pizzeria,Restaurant,Restaurant,"Bhaktapur 44800, Nepal",Bhaktapur,27.6722963,85.4241239,4.5,950,31,9,45,218,647,74.5,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,,0
The Nanee,Cafe,Cafe,"Itachhen 2, Bhaktapur 44800, Nepal",Bhaktapur,27.6727318,85.4257091,4.5,93,5,1,6,12,69,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
its chai wala,Cafe,Cafe,"Byasi Gate, Nagarkot Rd, Bhaktapur 44800, Nepal",Bhaktapur,27.6752631,85.4300374,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0
LUNIVA RESTAURANT AND GUEST HOUSE,Cafe,Cafe,"MCFJ+WJ6 Mulachhen, Bholachhen - Yachhen Rd, Bhaktapur 44800, Nepal",Bhaktapur,27.6747818,85.4312311,4.4,11,1,1,0,0,9,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Shiva Guest House,Cafe,Cafe,"Durbar square, Bhaktapur 46800, Nepal",Bhaktapur,27.6718108,85.428603,4.0,17,1,2,1,5,8,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Nasajwolan Newa kitchen & Continental Food,Family restaurant,Family restaurant,"Nagarkot Road, Bhaktapur 44800, Nepal",Bhaktapur,27.6723271,85.424125,2.1,7,4,0,2,0,1,77.0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,,0
Coffee Square,Cafe,Cafe,"MCFG+5GX, Bhaktapur 44800, Nepal",Bhaktapur,27.6729764,85.4263687,4.4,22,1,0,2,6,13,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0
Hostel Swastik,Restaurant,Restaurant,"Swastik Ln, Bhaktapur 44800, Nepal",Bhaktapur,27.6755045,85.434147,4.9,54,0,2,0,1,51,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Awal paha chhen,Restaurant,Restaurant,"MCGM+9GF, Bhaktapur 44800, Nepal",Bhaktapur,27.675937,85.433786,0.0,0,0,0,0,0,0,77.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
NUMA KRISHI TATHA FRESH FARM PVT,Family restaurant,Family restaurant,"MCFG+GVW Phul bari toll, Bhaktapur 44800, Nepal",Bhaktapur,27.6738729,85.4272013,0.0,0,0,0,0,0,0,0.0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,,0
Taleju Grand Hotel - Bhaktapur,Cafe,Cafe,"Darbar Square, Bhaktapur 44800, Nepal",Bhaktapur,27.6726564,85.4289499,4.8,17,0,0,0,4,13,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Sukuldhoka_ newar_khaja_ghar,Restaurant,Restaurant,"MCCJ+X45, Bhaktapur 44800, Nepal",Bhaktapur,27.6723944,85.4303515,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Newa Lahana Bhaktapur & Hotel,Restaurant,Restaurant,"Bhaktapur 44600, Nepal",Bhaktapur,27.6722545,85.4308109,4.3,44,7,0,0,1,36,0.0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,,0
Aamako Bara Pasal,Restaurant,Restaurant,"12 Rammandir Rd, Bhaktapur 44800, Nepal",Bhaktapur,27.6719045,85.4294079,4.0,188,19,4,23,49,93,0.0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,,0
Travellers Bistro,Asian restaurant,Asian restaurant,"MCFP+83V Travellers Bistro, Nagarkot Rd, Bhaktapur 44800, Nepal",Bhaktapur,27.6733506,85.4351605,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Sudhha MoMo,Momo restaurant,Momo restaurant,"MCFH+5R9, Bhaktapur 44800, Nepal",Bhaktapur,27.6728872,85.4296237,0.0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
Mahakali Mo mo,Fast food restaurant,Fast food restaurant,"MCGJ+GWG, Bhaktapur 44800, Nepal",Bhaktapur,27.6763359,85.4324363,0.0,0,0,0,0,0,0,0.0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,0
Community at The Nanee,Restaurant,Restaurant,"Itachhen 2, Bhaktapur, Nepal",Bhaktapur,27.6727094,85.4258379,4.7,63,0,0,3,25,35,108.5,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,,1
Baiga Vutoo,Restaurant,Restaurant,"Bhaktapur 44800, Nepal",Bhaktapur,27.6724496,85.429542,4.9,13,0,0,0,4,9,77.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
De Arena Restaurant Paryatak Pasal,Restaurant,Restaurant,"Bhaktapur 44800, Nepal",Bhaktapur,27.6735504,85.4346362,4.6,30,0,0,2,13,15,87.5,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,,1
Jhegu newa kitchen restro,Family restaurant,Family restaurant,"Chariot track, Bhaktapur 44800, Nepal",Bhaktapur,27.6698837,85.4293982,4.4,10,0,0,1,5,4,70.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,1
New Watshala Garden Restaurant,Restaurant,Restaurant,"5 Durbar Square, Bhaktapur 44800, Nepal",Bhaktapur,27.6718001,85.4285972,4.6,5,0,0,1,0,4,83.5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Peaceful Korean Restaurant,Korean restaurant,Korean restaurant,"Dattatraya Square - 09, Bhaktapur, Nepal",Bhaktapur,27.6733352,85.4350754,4.3,147,5,6,16,36,84,70.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,0
Sakotha Woh-Chatamari Fast Food,Fast food restaurant,Fast food restaurant,"MCCH+PQH, Bhaktapur 44800, Nepal",Bhaktapur,27.6719049,85.4294072,4.5,20,0,0,3,4,13,66.27,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,0
Binayak Fast Food & Sekuwa Corner,Fast food restaurant,Fast food restaurant,"MCGP+PVF, Bhaktapur 44800, Nepal",Bhaktapur,27.6768541,85.4371348,4.5,2,0,0,0,1,1,84.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
Temple Terrace Restaurant,Restaurant,Restaurant,"Paanch Taley Mandir, Taumadhi Square, Opposite to, Bhaktapur 44800, Nepal",Bhaktapur,27.6714191,85.4293764,5.0,1,0,0,0,0,1,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,1
Samsara thakali restaurant,Thai restaurant,Thai restaurant,"Inacho - Hanumanghat Rd, Bhaktapur 44800, Nepal",Bhaktapur,27.672294,85.433751,4.5,10,0,0,1,5,4,99.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
Gwakhancha,Restaurant,Restaurant,"Somla Gali, Taumadhi Square, Bhaktapur 44800, Nepal",Bhaktapur,27.6711897,85.4284526,5.0,7,0,0,0,2,5,91.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
