name,main_category,category,address,city,lat,lng,rating,reviews_count,reviewsDistribution_oneStar,reviewsDistribution_twoStar,reviewsDistribution_threeStar,reviewsDistribution_fourStar,reviewsDistribution_fiveStar,weekly_hours,wifi,dine_in,takeout,delivery,breakfast,lunch,dinner,vegetarian,coffee,alcohol,beer,casual,family_friendly,tourists,reservations,cash_only,wheelchair_accessible_entrance,phone,price,rank,place_id,imageUrl,address,additionalInfo_Amenities_Restroom,url
बुडाथोंकी तास एंड छोइला हाउस,Nepalese restaurant,Nepalese restaurant,"M9FF+V3C, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.674678,85.3726167,3.5,11,0,3,1,6,3.5,108.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,+977 970-8305778,,48,ChIJS-ZuJQAb6zkRQXxFsLTX5-4,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxiRUpB1GSt3JxMVJRB1htWcO44U-82HAjTBjVof_khK_AP5Qf-xL8si1AxJz-bGSlSGiKWrPR_tSmABC77X-0Czw1Sy8AgBkziBtAMz_3bbfrb1ElZSGGLQauHXzkzoDBbVJgx=w408-h544-k-no,"M9FF+V3C, Madhyapur Thimi 44600, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=%E0%A4%AC%E0%A5%81%E0%A4%A1%E0%A4%BE%E0%A4%A5%E0%A5%8B%E0%A4%82%E0%A4%95%E0%A5%80%20%E0%A4%A4%E0%A4%BE%E0%A4%B8%20%E0%A4%8F%E0%A4%82%E0%A4%A1%20%E0%A4%9B%E0%A5%8B%E0%A4%87%E0%A4%B2%E0%A4%BE%20%E0%A4%B9%E0%A4%BE%E0%A4%89%E0%A4%B8&query_place_id=ChIJS-ZuJQAb6zkRQXxFsLTX5-4
तारा दाईको डुनट पसल,Breakfast restaurant,Breakfast restaurant,"MC9M+366, Araniko Highway, Bhaktapur 44800, Nepal",Bhaktapur,27.6676619,85.4330136,5,2,0,0,0,1,1,91,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,+977 984-1006668,,16,ChIJFybi-qsa6zkRknkjQ7v4I-8,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxCvBkJAaegQadAa5OtV2DepgT1tBH0Las4A96eCNdychVUhOgltC9hv497j3FEHmHoecUHCmXq3awU1a0FK5El9-s1N0rps7doNVmtsYDR69l6dOkwj8Kqp5Vpr93fTrai2QkJuw=w408-h306-k-no,"MC9M+366, Araniko Highway, Bhaktapur 44800, Nepal",,https://www.google.com/maps/search/?api=1&query=%E0%A4%A4%E0%A4%BE%E0%A4%B0%E0%A4%BE%20%E0%A4%A6%E0%A4%BE%E0%A4%88%E0%A4%95%E0%A5%8B%20%E0%A4%A1%E0%A5%81%E0%A4%A8%E0%A4%9F%20%E0%A4%AA%E0%A4%B8%E0%A4%B2&query_place_id=ChIJFybi-qsa6zkRknkjQ7v4I-8
हाइवे खाजा घर,Fast food restaurant,Fast food restaurant,"MC6W+G6G, Bhatey Dhikoor Bus Stop, वाचामरी भाते-ढिकूर, Araniko Highway, Bhaktapur, Nepal",Bhaktapur,27.6613064,85.4455643,5,1,0,0,0,0,1,87.5,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,,,11,ChIJk2LBw8sP6zkRTk2m9hU8kKA,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lQUtzc8VzbGCd4u3XMn__g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=219.04263&pitch=0&thumbfov=100,"MC6W+G6G, Bhatey Dhikoor Bus Stop, वाचामरी भाते-ढिकूर, Araniko Highway, Bhaktapur, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=%E0%A4%B9%E0%A4%BE%E0%A4%87%E0%A4%B5%E0%A5%87%20%E0%A4%96%E0%A4%BE%E0%A4%9C%E0%A4%BE%20%E0%A4%98%E0%A4%B0&query_place_id=ChIJk2LBw8sP6zkRTk2m9hU8kKA
ऊँ जय श्री दुर्गे स्वीट एण्ड चाट हाउस,Dessert shop,Dessert shop,"M9MP+5W8, Bahakha Bazar, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.682907,85.3873189,4,19,2,1,2,4,4,98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+977 980-3059191,,4,ChIJq-s9lWca6zkR7KtZXomqqAk,https://lh3.googleusercontent.com/gps-proxy/ALd4DhFS3MEvARBrNbbCQE94eP6c5gd-BR73nhUsoxtI1J3K_Y43-iUyAct5iOEhhOCa2lWjLeMHYntPYK_j9ClUHASnqx-DMNoBwoLARH0fSvBPLV-7YGhbLExpfWIVfACSjiSfOhz4jR2hvtDoj13FMZz-lsCK_X15WJRIOp9p-84nRK-kcAPmJItLOMe8hwmUyEd07Zs=w408-h306-k-no,"M9MP+5W8, Bahakha Bazar, Madhyapur Thimi 44600, Nepal",,https://www.google.com/maps/search/?api=1&query=%E0%A4%8A%E0%A4%81%20%E0%A4%9C%E0%A4%AF%20%E0%A4%B6%E0%A5%8D%E0%A4%B0%E0%A5%80%20%E0%A4%A6%E0%A5%81%E0%A4%B0%E0%A5%8D%E0%A4%97%E0%A5%87%20%E0%A4%B8%E0%A5%8D%E0%A4%B5%E0%A5%80%E0%A4%9F%20%E0%A4%8F%E0%A4%A3%E0%A5%8D%E0%A4%A1%20%E0%A4%9A%E0%A4%BE%E0%A4%9F%20%E0%A4%B9%E0%A4%BE%E0%A4%89%E0%A4%B8&query_place_id=ChIJq-s9lWca6zkR7KtZXomqqAk
भि,Restaurant,Restaurant,"Bhaktapur 44800, Nepal",Bhaktapur,27.6738307,85.4097828,5,1,0,0,0,0,1,80.5,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,+977 984-1957131,,27,ChIJ1TDCy28b6zkRviojpmzveY4,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzjp1oVWs36AKa-Qfbo9Xk1T3w2kOMKiwUWiFbxsj2prnxOYTtN64JOkZ1a-t6VJUzEcYC3OTanXQ2V5cugCH-JPCrEenF1HGdskGx3g2zTLS5f5m6ws-Ro-WWR75DQjKJGYJ7m=w408-h306-k-no,"Bhaktapur 44800, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=%E0%A4%AD%E0%A4%BF&query_place_id=ChIJ1TDCy28b6zkRviojpmzveY4
चिया Guff,Coffee shop,Coffee shop,"M9QQ+4G7, Madhyapur Thimi 44811, Nepal",Madhyapur Thimi,27.687779,85.3887828,5,1,0,0,0,0,1,70,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,11,ChIJ74mJSgAb6zkRJVW0jIo2Xfc,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxlWe6SCqjzZA7eX8ilRhhH72HBdcIM6pHpnzxTOrxmDYe9O0M5njujyCgaSvTcy_7y09lVBX2BeCylmGbTh6unYHurEIkg9bOtOCWRUCIqFSpChBeu6cj4aFGZH-QnP7-vPMMJsg=w408-h309-k-no,"M9QQ+4G7, Madhyapur Thimi 44811, Nepal",,https://www.google.com/maps/search/?api=1&query=%E0%A4%9A%E0%A4%BF%E0%A4%AF%E0%A4%BE%20Guff&query_place_id=ChIJ74mJSgAb6zkRJVW0jIo2Xfc
चिया Times,Coffee shop,Coffee shop,"MCM6+PJH, Sallaghari- Duwakot Rd, Changunarayan, Nepal",Changunarayan,27.6843016,85.4116201,4.3,18,0,2,1,5,4.3,168,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,+977 974-1850055,,3,ChIJX7qmOQAb6zkRuZxbqIbDWiQ,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Bb317LldJ1QSMohAZ_Vi2A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=123.33289&pitch=0&thumbfov=100,"MCM6+PJH, Sallaghari- Duwakot Rd, Changunarayan, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=%E0%A4%9A%E0%A4%BF%E0%A4%AF%E0%A4%BE%20Times&query_place_id=ChIJX7qmOQAb6zkRuZxbqIbDWiQ
चिया- chhey,Family restaurant,Family restaurant,"M9HW+6JJ, 3 Sangameshwor Marg, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.677701,85.3959463,4,83,0,1,19,45,18,168,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,7,ChIJP7RYXAAb6zkRHcStI666_nI,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzbD2gSpTvM1Hd8rUpI4rw-3oL_siXgvzpW--UqBZElibkZEyGXHEWjjCGzh2eHIf1FKiaXdmdtMZinf2gCunBhAch-psaS3m243hr_3dTHsdoTESxaB7RgkyNbdhl4CbK3sZMI3g=w408-h306-k-no,"M9HW+6JJ, 3 Sangameshwor Marg, Madhyapur Thimi, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=%E0%A4%9A%E0%A4%BF%E0%A4%AF%E0%A4%BE-%20chhey&query_place_id=ChIJP7RYXAAb6zkRHcStI666_nI
जनकपुरीया स्वीटस्,Dessert shop,Dessert shop,"M9F8+W44, कैलाशटार मार्ग, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6747613,85.3653239,4,25,1,0,1,20,4,105,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+977 980-8857169,,15,ChIJbQMCgBAa6zkRfUHPvZz15M8,https://lh3.googleusercontent.com/gps-proxy/ALd4DhH05nkjerrdzjKq0-d8GTjJTHpFlYQb8JP13ob9rJjhbELpxwn41ZcGf2Z7eee1D_MS-BrYbFUjuD-lL0MmxgUHSODD8NBhISJ09FTwz4WBKjKL5jqISzVKnzqF8YrccK4WTapjJooZ98kcsD4xAsQ6UsZA4UhC2Zl2uIfrnkGCuE1urEyO0jWtnk-4zBjewCNkax8=w408-h306-k-no,"M9F8+W44, कैलाशटार मार्ग, Madhyapur Thimi 44600, Nepal",,https://www.google.com/maps/search/?api=1&query=%E0%A4%9C%E0%A4%A8%E0%A4%95%E0%A4%AA%E0%A5%81%E0%A4%B0%E0%A5%80%E0%A4%AF%E0%A4%BE%20%E0%A4%B8%E0%A5%8D%E0%A4%B5%E0%A5%80%E0%A4%9F%E0%A4%B8%E0%A5%8D&query_place_id=ChIJbQMCgBAa6zkRfUHPvZz15M8
इन्द कमल लिक्वेर शप,Bar,Bar,"M9HX+XP9, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.67991,85.3993464,3.1,12,1,5,1,2,3.1,91,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,+977 984-3559592,,1,ChIJ0eQ-YgAb6zkRi-pUvwPoDFE,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz8cqYUXsWuTvswxLvDjTCwB54rdSr6-eidnkl9oxLtiXGxqBueAjORDOT-7YfwOYAfVId37ywJckgt4SxOsmGedzyh7QIY-cKf4u48YNCAUZFvOg5DSGltJcM76Xz0nRB4VxjiZw=w426-h240-k-no,"M9HX+XP9, Madhyapur Thimi, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=%E0%A4%87%E0%A4%A8%E0%A5%8D%E0%A4%A6%20%E0%A4%95%E0%A4%AE%E0%A4%B2%20%E0%A4%B2%E0%A4%BF%E0%A4%95%E0%A5%8D%E0%A4%B5%E0%A5%87%E0%A4%B0%20%E0%A4%B6%E0%A4%AA&query_place_id=ChIJ0eQ-YgAb6zkRi-pUvwPoDFE
चाट हाउस 111,Fast food restaurant,Fast food restaurant,"M9FF+JHW, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6741078,85.3739408,3.1,30,6,3,9,7,3.1,98,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,+977 981-3885373,,18,ChIJc54W7xIa6zkR3ooX1FyaJcM,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSylb0xSs964oA8X0bIaoDigspamokMrW0lrRa0pqwlECBlWuH1pIwg1iURnD0DzqoClJcYB8LzeOWr9SpwxsH6lJXVvcQDpvasVMXFqzowG7heFdSzrcdViFvyHAoSu2Kv4NZmD=w408-h306-k-no,"M9FF+JHW, Madhyapur Thimi 44600, Nepal",,https://www.google.com/maps/search/?api=1&query=%E0%A4%9A%E0%A4%BE%E0%A4%9F%20%E0%A4%B9%E0%A4%BE%E0%A4%89%E0%A4%B8%20111&query_place_id=ChIJc54W7xIa6zkR3ooX1FyaJcM
कान्तिपुर गेष्ट हाउस एण्ड रेष्टुरेन्ट,Hong Kong style fast food restaurant,Hong Kong style fast food restaurant,"Nagarkot Road, Bhaktapur 44800, Nepal",Bhaktapur,27.6712727,85.4207497,3.2,22,0,3,11,7,1,168,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,+977 986-3630169,,17,ChIJwVLR4KMb6zkRlh9qcDKTGec,https://lh3.googleusercontent.com/p/AF1QipPpvD22hD-BTNXp0l3l2s8yPsYQhlFautQtmSud=w408-h306-k-no,"Nagarkot Road, Bhaktapur 44800, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=%E0%A4%95%E0%A4%BE%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A4%BF%E0%A4%AA%E0%A5%81%E0%A4%B0%20%E0%A4%97%E0%A5%87%E0%A4%B7%E0%A5%8D%E0%A4%9F%20%E0%A4%B9%E0%A4%BE%E0%A4%89%E0%A4%B8%20%E0%A4%8F%E0%A4%A3%E0%A5%8D%E0%A4%A1%20%E0%A4%B0%E0%A5%87%E0%A4%B7%E0%A5%8D%E0%A4%9F%E0%A5%81%E0%A4%B0%E0%A5%87%E0%A4%A8%E0%A5%8D%E0%A4%9F&query_place_id=ChIJwVLR4KMb6zkRlh9qcDKTGec
कार्कि दाई स्वादिष्ट सान्दार झोल म:म: Karki Dai Sandar momo,Momo restaurant,Momo restaurant,"M9WG+9MQ, Kageshwori Manohara 44600, Nepal",Kageshwori Manohara,27.6959724,85.3767325,4,27,0,5,6,1,4,105,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,30,ChIJ43YyMAAb6zkRmY0QZK4XdlU,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=j4d5UX-sVdSg0mJzQFfruw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=209.29803&pitch=0&thumbfov=100,"M9WG+9MQ, Kageshwori Manohara 44600, Nepal",,https://www.google.com/maps/search/?api=1&query=%E0%A4%95%E0%A4%BE%E0%A4%B0%E0%A5%8D%E0%A4%95%E0%A4%BF%20%E0%A4%A6%E0%A4%BE%E0%A4%88%20%E0%A4%B8%E0%A5%8D%E0%A4%B5%E0%A4%BE%E0%A4%A6%E0%A4%BF%E0%A4%B7%E0%A5%8D%E0%A4%9F%20%E0%A4%B8%E0%A4%BE%E0%A4%A8%E0%A5%8D%E0%A4%A6%E0%A4%BE%E0%A4%B0%20%E0%A4%9D%E0%A5%8B%E0%A4%B2%20%E0%A4%AE%3A%E0%A4%AE%3A%20Karki%20Dai%20Sandar%20momo&query_place_id=ChIJ43YyMAAb6zkRmY0QZK4XdlU
भू. पु. सैनिक खाजा घर एण्ड सेकुवा कर्नर,Restaurant,Restaurant,"JFWC+844, Araniko Highway, Suryabinayak, Nepal",Suryabinayak,27.6457577,85.4703245,4.3,29,0,5,0,6,4.3,77,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,,,2,ChIJA4hudq8P6zkRVXCNY9l66D0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Vx56MYU4ACUFunf6KDtsaw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=215.71568&pitch=0&thumbfov=100,"JFWC+844, Araniko Highway, Suryabinayak, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=%E0%A4%AD%E0%A5%82.%20%E0%A4%AA%E0%A5%81.%20%E0%A4%B8%E0%A5%88%E0%A4%A8%E0%A4%BF%E0%A4%95%20%E0%A4%96%E0%A4%BE%E0%A4%9C%E0%A4%BE%20%E0%A4%98%E0%A4%B0%20%E0%A4%8F%E0%A4%A3%E0%A5%8D%E0%A4%A1%20%E0%A4%B8%E0%A5%87%E0%A4%95%E0%A5%81%E0%A4%B5%E0%A4%BE%20%E0%A4%95%E0%A4%B0%E0%A5%8D%E0%A4%A8%E0%A4%B0&query_place_id=ChIJA4hudq8P6zkRVXCNY9l66D0
गेट टुगेदर फ्यामिली रेस्टुरेन्ट,Restaurant,Restaurant,"M9F8+V95, Araniko Highway, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6746368,85.3659858,3.8,29,0,6,4,10,3.8,77,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,+977 986-1517989,,81,ChIJ2eaDYRAa6zkR3F_6rwCIcLs,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tV7mRWToPqEuSrqrf8Tqcg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=343.8586&pitch=0&thumbfov=100,"M9F8+V95, Araniko Highway, Madhyapur Thimi 44600, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=%E0%A4%97%E0%A5%87%E0%A4%9F%20%E0%A4%9F%E0%A5%81%E0%A4%97%E0%A5%87%E0%A4%A6%E0%A4%B0%20%E0%A4%AB%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%AE%E0%A4%BF%E0%A4%B2%E0%A5%80%20%E0%A4%B0%E0%A5%87%E0%A4%B8%E0%A5%8D%E0%A4%9F%E0%A5%81%E0%A4%B0%E0%A5%87%E0%A4%A8%E0%A5%8D%E0%A4%9F&query_place_id=ChIJ2eaDYRAa6zkR3F_6rwCIcLs
जोशी म:म: सेन्टर,Restaurant,Restaurant,"M9GX+C7M, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6760932,85.3981691,3.9,21,0,3,5,5,3.9,63,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,,30,ChIJTWznVcYb6zkRz9ifBBwt02s,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxN7qVHmks2okWaee8hP01wLuiZW9AODLSE23UypAMZf8YS-IyDUEO0gzBB7xrgjQ5f7Y9TIIRuhIzN8F8-4hKesezHv6XMs_X8j7VjoFEnkTCq013C4jIQu43NKc10SFyBO1Qi=w408-h544-k-no,"M9GX+C7M, Madhyapur Thimi, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=%E0%A4%9C%E0%A5%8B%E0%A4%B6%E0%A5%80%20%E0%A4%AE%3A%E0%A4%AE%3A%20%E0%A4%B8%E0%A5%87%E0%A4%A8%E0%A5%8D%E0%A4%9F%E0%A4%B0&query_place_id=ChIJTWznVcYb6zkRz9ifBBwt02s
प्रदीप jack tea shop,Coffee shop,Coffee shop,"MFPF+7FQ, Nagarkot Road, Mahamanjushree Nagarkot, Nepal",Mahamanjushree Nagarkot,27.6857203,85.4737355,4.1,11,1,0,1,4,4.1,98,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,12,ChIJ8972qGgF6zkReG7dgKxvI7Q,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6iSvuSpm-4K_l5Jk2X3AMQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=148.99443&pitch=0&thumbfov=100,"MFPF+7FQ, Nagarkot Road, Mahamanjushree Nagarkot, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%A6%E0%A5%80%E0%A4%AA%20jack%20tea%20shop&query_place_id=ChIJ8972qGgF6zkReG7dgKxvI7Q
A1 mo:mo: newari khaja ghar,Fast food restaurant,Fast food restaurant,"M9WC+36G, Kathmandu 44600, Nepal",Kathmandu,27.6951836,85.3705747,3.6,20,1,3,5,5,3.6,63,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,13,ChIJ615QxT4b6zkRtZS1Yn_WICY,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx99EpS_npHFnco_4MSFgJMwvWhfH-4hJLDFLH-JqpL1J4rQbyvgsJgFTSv0eTCS-ETbNA1ZatLEaGQedFDIanbMxV7O3AmZe2KXiC9G9T6NiyvCG2kTLa2ads5aytz94eRj0o=w408-h306-k-no,"M9WC+36G, Kathmandu 44600, Nepal",,https://www.google.com/maps/search/?api=1&query=A1%20mo%3Amo%3A%20newari%20khaja%20ghar&query_place_id=ChIJ615QxT4b6zkRtZS1Yn_WICY
A2 Matka Chiya and Fastfood,Restaurant,Restaurant,"Shakhadhar chowk(way to law campus, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6714348,85.3859299,3,2,0,1,1,0,0,82,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,+977 974-8309262,,20,ChIJN8CP9NUb6zkR_ngPAMaa7Uo,https://lh3.googleusercontent.com/p/AF1QipPUs2wfGP4kMEjhoVMN0JD4ovoUlGc9aLDEN2a_=w408-h725-k-no,"Shakhadhar chowk(way to law campus, Madhyapur Thimi 44600, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=A2%20Matka%20Chiya%20and%20Fastfood&query_place_id=ChIJN8CP9NUb6zkR_ngPAMaa7Uo
Aaल waypoing restaurant and bar,Restaurant,Restaurant,"Anantalingeshwar, Nepal",Anantalingeshwar,27.6443198,85.4101158,3.4,14,0,1,10,0,3.4,81,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,+977 980-3187238,,60,ChIJpxHDWFIR6zkR8RY986Lim3o,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw1Vs5bc7w3n39nhJTUgX4nGaalUTaUn_l0LKv1n8a9mm4WLPZb7bekIGE8SvdsbZUlDX8kES84xOJiM-rBciIIiIbbByRgktTloAaTRiB-HOxggH64MWhpCVOMvtUPP3Yjaisnfg=w408-h306-k-no,"Anantalingeshwar, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=Aa%E0%A4%B2%20waypoing%20restaurant%20and%20bar&query_place_id=ChIJpxHDWFIR6zkR8RY986Lim3o
Aabsar khaja ghar,Restaurant,Restaurant,"MFW7+9M7 Subidhanagar Bus Stand, Subidhanagar Rd, Mahamanjushree Nagarkot, Nepal",Mahamanjushree Nagarkot,27.695915,85.4641851,3.1,12,2,1,5,2,3.1,70,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,,,4,ChIJqTZ9fSoF6zkRA-uCpPg5pe8,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx0v7lZKNVeW8jnExEWq0kiBaO6fM7m7bbbw-2qb1i9-ZmOwI8hfjqqBY3Ml8WfWC-B5ZIz1SFnEgKTcNa4OmMNB9sQz6gzNNcMFYJw5F_wzbTDoaaT9YhWAeCHoIynllh3M13q9pX-ltnm=w408-h544-k-no,"MFW7+9M7 Subidhanagar Bus Stand, Subidhanagar Rd, Mahamanjushree Nagarkot, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=Aabsar%20khaja%20ghar&query_place_id=ChIJqTZ9fSoF6zkRA-uCpPg5pe8
Aadhya's Bakery,Bakery,Bakery,"Madhyapur Thimi-05, Kamerotar, Bhaktapur 44800, Nepal",Bhaktapur,27.6768654,85.3919935,3.9,28,0,0,8,16,3.9,98,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,,,2,ChIJr5BSPK8b6zkRJo3_wWSlCMA,https://lh3.googleusercontent.com/p/AF1QipMh66FnVA0tEQYm8cEkI3DkFXLPCtNNxwknp58M=w408-h272-k-no,"Madhyapur Thimi-05, Kamerotar, Bhaktapur 44800, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=Aadhya's%20Bakery&query_place_id=ChIJr5BSPK8b6zkRJo3_wWSlCMA
Aaditya Paanipuri ChanaChatpat & Cold Drinks,Restaurant,Restaurant,"MCCJ+59W, Bhaktapur 44800, Nepal",Bhaktapur,27.6703549,85.4310597,4.2,35,0,0,5,19,11,77,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,52,ChIJbcIY3P8b6zkR7JINZv35v2Y,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dyvnmd4wfaWrOWuCf9h9AA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=169.44302&pitch=0&thumbfov=100,"MCCJ+59W, Bhaktapur 44800, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=Aaditya%20Paanipuri%20ChanaChatpat%20%26%20Cold%20Drinks&query_place_id=ChIJbcIY3P8b6zkR7JINZv35v2Y
Aafno chotu panipuri and dahipuri,Pub,Pub,"M9GF+4RV, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6753687,85.3745365,4.3,3,0,0,0,2,1,84,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,11,ChIJgyEyHgAb6zkRU0OHeGyBr3o,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1xjkErWItyXxjQTmx9JwFQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=231.55626&pitch=0&thumbfov=100,"M9GF+4RV, Madhyapur Thimi 44600, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=Aafno%20chotu%20panipuri%20and%20dahipuri&query_place_id=ChIJgyEyHgAb6zkRU0OHeGyBr3o
Aageno Sekuwa Ghar,Barbecue restaurant,Barbecue restaurant,"M9FF+9Q3, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6733981,85.3743297,4.4,24,1,0,1,9,4.4,105,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,+977 976-1806992,,27,ChIJGyk5kA4b6zkRxdhbhrTMaHs,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy_MmIAZxtbhJOKKYpKHiQ8DgUHHXLkmA1oK758V20s44pI4SpuM1ezN8vfjGZe9dkgiCC0KGdazSxy6JbI7X-lV3i7Lx4zW-QtrOwyEJwIV1aPfd4-Ajoulx4KBPIG7iUpwzEQlg=w408-h544-k-no,"M9FF+9Q3, Madhyapur Thimi 44600, Nepal",,https://www.google.com/maps/search/?api=1&query=Aageno%20Sekuwa%20Ghar&query_place_id=ChIJGyk5kA4b6zkRxdhbhrTMaHs
Aago Pani Authentic Nepali Cuisine,Restaurant,Restaurant,"M9G8+994, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6758263,85.3658754,3.5,23,0,8,2,7,3.5,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,63,ChIJy0DtAQAb6zkRdqqBzwpUMDc,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzyup4hstbfFwN5922SR4SmiKBV7e1wfp7fctXNfVxnYnsgzfl6lsI9kvyLD2FWfWEnUPpynmhIEYbu8QYaBxvfvjn5z8wfgrNC1F7-jkKifGqtWrFMC5vzTsOKrSbs6pEJwbxfKAB9Xjc=w408-h544-k-no,"M9G8+994, Madhyapur Thimi 44600, Nepal",,https://www.google.com/maps/search/?api=1&query=Aago%20Pani%20Authentic%20Nepali%20Cuisine&query_place_id=ChIJy0DtAQAb6zkRdqqBzwpUMDc
Aagya wine and dine,Restaurant,Restaurant,"MC7F+6JQ, Suryabinayak 44800, Nepal",Suryabinayak,27.6630991,85.4240961,4.3,24,0,0,3,12,9,84,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,+977 985-1236513,,33,ChIJHS4a6lcb6zkReEpHjS01tKg,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Og10CtcqMmsoemfY8LKt1g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=99.03374&pitch=0&thumbfov=100,"MC7F+6JQ, Suryabinayak 44800, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=Aagya%20wine%20and%20dine&query_place_id=ChIJHS4a6lcb6zkReEpHjS01tKg
