name,main_category,category,address,city,lat,lng,rating,reviews_count,imageUrl,phone,url
Urgen Sange Choling Gumba,Buddhist temple,Buddhist temple,"MC59+WR8, Bhaktapur, Nepal",Bhaktapur,27.6597999,85.419586,4.8,4,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx43OUtT7jPxwyT5NTMnfxgZ5N8BavLFRD_DiUSVtxDb0ByeKWdkIJNQA8LV6P7MU1pBKAcBN_h5103vWLH-ixQ3-Qg9Apt3e89RiPerCZMgF5v3GPKspExwTX8iU0-gwCBrMHA=w408-h725-k-no,+977 985-1001691,https://www.google.com/maps/search/?api=1&query=Urgen%20Sange%20Choling%20Gumba&query_place_id=ChIJlb2f9bAR6zkRopEzr3Y3OTE
माली गाउँ बुद्ध पार्क,Buddhist temple,Buddhist temple,"JCQW+2M5, Bhaktapur, Nepal",Bhaktapur,27.6375019,85.4467447,4.3,4,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyRBlfUPRhW2y4CBzOAFG1VT11YuJHjSW5U2aeeGU2lFrgq7WhFYM95GrJpKkqgpZbSkko6hyHaAfd07s55irz6ORnUvho-kmoXFDLWLNCBMczgBsUuFKZE2tBV0ou401wpTScw=w408-h723-k-no,,https://www.google.com/maps/search/?api=1&query=%E0%A4%AE%E0%A4%BE%E0%A4%B2%E0%A5%80%20%E0%A4%97%E0%A4%BE%E0%A4%89%E0%A4%81%20%E0%A4%AC%E0%A5%81%E0%A4%A6%E0%A5%8D%E0%A4%A7%20%E0%A4%AA%E0%A4%BE%E0%A4%B0%E0%A5%8D%E0%A4%95&query_place_id=ChIJXUArEgAP6zkR0a9qfllkkyU
Hyangla Adibashi Tamang Samaj,Buddhist temple,Buddhist temple,"MC59+QR4, Suryabinayak, Nepal",Suryabinayak,27.6593843,85.4195931,4.5,2,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzuTLtsKimBkWgP28UERwzUrw8b1TPgTp5cbbRDFYGBJQcu1FebNUoSxKug7b9B1nzsm37Te4smObBv6CogWbKw7EIiR6UUvTKntDJSdnqawA9L_kGeO_9EZEs4X5XWMC1qtgKDqBX4Ht9E=w408-h544-k-no,+977 1-6612391,https://www.google.com/maps/search/?api=1&query=Hyangla%20Adibashi%20Tamang%20Samaj&query_place_id=ChIJS6xaPdoR6zkRdHNiKJkFJjU
ग्याल्बो छ्योइलिङ गुम्बा,Buddhist temple,Buddhist temple,"JCWV+23W, Suryabinayak, Nepal",Suryabinayak,27.6451028,85.4427153,0,0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxQLxUeDCu9_E96La_iMwT5my6tbUhUc5eGd8nLBhTdEOK1yYQj9TkX3vz9eyEer0PCtE0uXWyJOgm_vZIfgHxhSetLu84pLPh3UISNJ_qOGWyzfbX1J4V2Fvlnm3EZVEk9XGlWSQ=w408-h544-k-no,,https://www.google.com/maps/search/?api=1&query=%E0%A4%97%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%B2%E0%A5%8D%E0%A4%AC%E0%A5%8B%20%E0%A4%9B%E0%A5%8D%E0%A4%AF%E0%A5%8B%E0%A4%87%E0%A4%B2%E0%A4%BF%E0%A4%99%20%E0%A4%97%E0%A5%81%E0%A4%AE%E0%A5%8D%E0%A4%AC%E0%A4%BE&query_place_id=ChIJI-kzlzIP6zkRb51h0kFwxOQ
Gombo gang\Gumba gang,Buddhist temple,Buddhist temple,"MC4J+HXJ, Suryabinayak, Nepal",Suryabinayak,27.6564647,85.4323945,5,1,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=s6GquTQgwYqU1LBvT6HX2w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=299.80814&pitch=0&thumbfov=100,,https://www.google.com/maps/search/?api=1&query=Gombo%20gang%5CGumba%20gang&query_place_id=ChIJxfOFY5QR6zkRq_wenmdElAA
Statue of Buddha,Buddhist temple,Buddhist temple,"MC6W+V57, Araniko Highway, Suryabinayak, Nepal",Suryabinayak,27.6621619,85.4454347,3.7,10,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwsPowAY6XtbJwXOGKWwWBKYpmX7U7JkqQ2ZD18VJOYWWD9YzA9Fc2Eyf6e2aRp51Ykkk2XNerH6EImaH_mm4ZCsxK9HTmN02Jx2GfFcaYbUK-Etw1APd4fr1c-6Jlnl4V3g42J=w408-h306-k-no,+977 980-3008300,https://www.google.com/maps/search/?api=1&query=Statue%20of%20Buddha&query_place_id=ChIJLfcrfPgP6zkRGGL57WrFWm0
Lokeshwor Temple (𑐥𑐡𑑂𑐩𑐥𑐵𑐞𑐷 𑐮𑑀𑐎𑐾𑐱𑑂𑐰𑐬),Buddhist temple,Buddhist temple,"M9GP+G6Q, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6763256,85.3856115,4.2,5,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx3HLkhgQjExqadM-Z49JhNdcocmEgbtMZ35IDTkTA5cdPddCZIe2lA9d8JDhv3rt-3lGR4W4P0GqK_96jwurpXKLXH6z3WkVBrowA52ZZZgnURu_cPLwBJf0c2LxfrHMu2aiI0ig=w408-h522-k-no,,https://www.google.com/maps/search/?api=1&query=Lokeshwor%20Temple%20(%F0%91%90%A5%F0%91%90%A1%F0%91%91%82%F0%91%90%A9%F0%91%90%A5%F0%91%90%B5%F0%91%90%9E%F0%91%90%B7%20%F0%91%90%AE%F0%91%91%80%F0%91%90%8E%F0%91%90%BE%F0%91%90%B1%F0%91%91%82%F0%91%90%B0%F0%91%90%AC)&query_place_id=ChIJ8Tx5ZG8a6zkRj6yixmiFCmc
Samir2532k,Buddhist temple,Buddhist temple,"M9JP+PJ2, Thimi, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6817734,85.3865251,0,0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NFBkROn546dgZw-PpcmRQg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=32.274307&pitch=0&thumbfov=100,,https://www.google.com/maps/search/?api=1&query=Samir2532k&query_place_id=ChIJ-xOmEwAb6zkROAotf9_MhsA
Chaitya,Buddhist temple,Buddhist temple,"M9HP+58V, Madhyapur Thimi 44800, Nepal",Madhyapur Thimi,27.6779913,85.3858054,0,0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2LUwWQOsxB3VZmNWufUQdA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=69.84325&pitch=0&thumbfov=100,,https://www.google.com/maps/search/?api=1&query=Chaitya&query_place_id=ChIJZwB-Vm8a6zkR_g667MZ27LI
Jiswa bahal,Buddhist temple,Buddhist temple,"Swangapukhu - 8, Madhyapur Thimi 00977, Nepal",Madhyapur Thimi,27.6818067,85.3865569,0,0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BqumOsfALyZGa_iVr5hqng&cb_client=search.gws-prod.gps&w=408&h=240&yaw=178.40306&pitch=0&thumbfov=100,,https://www.google.com/maps/search/?api=1&query=Jiswa%20bahal&query_place_id=ChIJoTtpolkb6zkRGl5hACnxxKo
Bachamari Buddha Sthali,Buddhist temple,Buddhist temple,"MC6W+X56, Araniko Highway, Suryabinayak, Nepal",Suryabinayak,27.6624065,85.4453921,4.2,11,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw8dFTZnhsH_lteHC_Bi248l0wsXu0Ji2Y5i4P7TECdac2GeJr_aeIxY9l0tx3Uo9qYfPN9S70G0_sKkFJ7NSyaepgzcaYWgaW5-QQ4lhMtM4HVd6_Ml7_kkc6nb75xFQpafBe6tQ=w408-h544-k-no,,https://www.google.com/maps/search/?api=1&query=Bachamari%20Buddha%20Sthali&query_place_id=ChIJyddIfPgP6zkR_-5YMcICaVM
चिवाःद्य (𑐔𑐶𑐰𑐵𑑅𑐡𑑂𑐫𑑅) तछु त्वा:,Buddhist temple,Buddhist temple,"M9GM+2R5, Thimi, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6750051,85.3846041,0,0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwNXcZiUUiDwc-n3yzYZktBFv0GD8PGTSNIz-xcQcXybFSnG8HRDv_02d_uxavG4ntMZ6jsesT9GnjrhFTztEJGhQiMQRscSHdAQbFD3DP8dJDXwJ4vz5uG_6uCaRfVfvcNFzaOfHxNIpBO=w408-h408-k-no,,https://www.google.com/maps/search/?api=1&query=%E0%A4%9A%E0%A4%BF%E0%A4%B5%E0%A4%BE%E0%A4%83%E0%A4%A6%E0%A5%8D%E0%A4%AF%20(%F0%91%90%94%F0%91%90%B6%F0%91%90%B0%F0%91%90%B5%F0%91%91%85%F0%91%90%A1%F0%91%91%82%F0%91%90%AB%F0%91%91%85)%20%E0%A4%A4%E0%A4%9B%E0%A5%81%20%E0%A4%A4%E0%A5%8D%E0%A4%B5%E0%A4%BE%3A&query_place_id=ChIJMedpDgAb6zkRETV_zOOEBFs
Akshyobhya Buddha Statue,Buddhist temple,Buddhist temple,"JCQQ+FJ3, Suryabinayak, Nepal",Suryabinayak,27.638805,85.4388902,0,0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FfjtmKBN_qJFaHS7B6K-lg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=222.12006&pitch=0&thumbfov=100,,https://www.google.com/maps/search/?api=1&query=Akshyobhya%20Buddha%20Statue&query_place_id=ChIJBUKkCQAP6zkRE9FSr0E50ls
Dong Niwas,Buddhist temple,Buddhist temple,"MCJ8+J4C, Changunarayan 44800, Nepal",Changunarayan,27.6819618,85.4158133,5,1,,,https://www.google.com/maps/search/?api=1&query=Dong%20Niwas&query_place_id=ChIJyUKwdQAb6zkRBzOt2f30azg
Namo buddha,Buddhist temple,Buddhist temple,"MC5C+QQQ, Suryabinayak 44800, Nepal",Suryabinayak,27.659331,85.423161,0,0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=o7jnGMriL5pfc066l3hUkA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=339.51794&pitch=0&thumbfov=100,,https://www.google.com/maps/search/?api=1&query=Namo%20buddha&query_place_id=ChIJ7-dRIAAR6zkR3qL85jSYP_w
Buddhist Philosophy & Meditation Centre,Buddhist temple,Buddhist temple,"MC6F+J2P, Suryabinayak 44800, Nepal",Suryabinayak,27.6615905,85.422583,0,0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rQudPBROjC96icvhtQvxgQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=273.56262&pitch=0&thumbfov=100,,https://www.google.com/maps/search/?api=1&query=Buddhist%20Philosophy%20%26%20Meditation%20Centre&query_place_id=ChIJJwoQRwIR6zkRXkLYDyTD5D4
Jetvarna Vihar / Dathu Baha Chapachwo,Buddhist temple,Buddhist temple,"M9JP+GJ7, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6812757,85.3865367,0,0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSywCBEioma0qFeUwam_6QAZbmRUVF7Ne0bhlVmB2mnsgeF2SQkq0J1hZ0sYDH3O7_3SVakkG2fLFVYD9HqFTWpRRprhvFB-aKwMRgCJfli2Gw6tvrz2RdFhr7ZI1eR5Kf0gMt8VjtGNHu0=w408-h544-k-no,,https://www.google.com/maps/search/?api=1&query=Jetvarna%20Vihar%20%2F%20Dathu%20Baha%20Chapachwo&query_place_id=ChIJVVVJLWYa6zkRA74Ov2Tc37c
Nigu Pukhu Chaitya,Buddhist temple,Buddhist temple,"M9HP+F64, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6786487,85.3855929,0,0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwm_TcK_g9U4FlxkyW1PsgYkgrvTnLGPmjcW1FKUweVHyHs7cWs7klRp_SX9LD6aisTnWNJHX_XUn9QhAKnaz8nfUkykwMhEIX4Fn_r1kVMxioKSbSkzjfUuP2606Gp3V9VgV4ko8W2QK-H=w408-h408-k-no,,https://www.google.com/maps/search/?api=1&query=Nigu%20Pukhu%20Chaitya&query_place_id=ChIJZ2ezVQAb6zkRZdcIntc2gUs
Jet barna mahavihar (जेतबर्ण महाबिहार) Dathu bahi,Buddhist temple,Buddhist temple,"M9JP+GG3, Madhyapur Thimi 44800, Nepal",Madhyapur Thimi,27.6812802,85.3863301,0,0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YECQCeU3FNTcVKM7yDGdFw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=146.5327&pitch=0&thumbfov=100,,https://www.google.com/maps/search/?api=1&query=Jet%20barna%20mahavihar%20(%E0%A4%9C%E0%A5%87%E0%A4%A4%E0%A4%AC%E0%A4%B0%E0%A5%8D%E0%A4%A3%20%E0%A4%AE%E0%A4%B9%E0%A4%BE%E0%A4%AC%E0%A4%BF%E0%A4%B9%E0%A4%BE%E0%A4%B0)%20Dathu%20bahi&query_place_id=ChIJkfCVfPcb6zkRVgYuIkDZi9E
Suryamadhi Buddha Stupa,Buddhist temple,Buddhist temple,"MCFP+9X7, सुर्यमधि सडक, Bhaktapur 44800, Nepal",Bhaktapur,27.673402,85.4374246,4.8,4,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw4o7Wm3qOP-TW5dqA8W3B50k5cEEPlYMBqYG7eG4OLlM8CfuTioJwnTBe2XD43Mn9jqkCytN_wD2jDajtjst_AtZoChbTSFOmzl6dQR02Yx-B5cac3ak7PkV51jMmcbH70Oe9ohQ=w408-h544-k-no,,https://www.google.com/maps/search/?api=1&query=Suryamadhi%20Buddha%20Stupa&query_place_id=ChIJqaE1TK0a6zkR8SHmnfYvgY4
Tumbahal,Buddhist temple,Buddhist temple,"MCFQ+62J, Bhaktapur 44800, Nepal",Bhaktapur,27.6730954,85.4375166,0,0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=d6yk8lqUsyhhhkUJ0fj2og&cb_client=search.gws-prod.gps&w=408&h=240&yaw=88.97083&pitch=0&thumbfov=100,,https://www.google.com/maps/search/?api=1&query=Tumbahal&query_place_id=ChIJtyH2WAAb6zkR1O4RpRx15Wc
Akhandashil Maha Vihar (Akha Baha),Buddhist temple,Buddhist temple,"MCCH+37W, Bolachhen Tole, Bhaktapur 44800, Nepal",Bhaktapur,27.6702456,85.4281951,5,3,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw8tt8ExqwoAGOsJtMYVjByHXaAlHI4cwwmxoxkqJ_qBpsOwXQExqDPD7EuW6RWBrWlKaITDdCGC-bZglIDJdmif29m2z8uPe4GB-YHp2NIgQu3RSg4tqXCOV1ZhvVUMb1MqlVIBg=w408-h905-k-no,,https://www.google.com/maps/search/?api=1&query=Akhandashil%20Maha%20Vihar%20(Akha%20Baha)&query_place_id=ChIJh7cfbq8a6zkR5U6aTgAXkBA
Dhading charange,Buddhist temple,Buddhist temple,"MC75+QJW, Suryabinayak 44800, Nepal",Suryabinayak,27.6644841,85.4090714,0,0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vHDMOaYrWa5Z_Q8gdWHXvQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=283.06418&pitch=0&thumbfov=100,,https://www.google.com/maps/search/?api=1&query=Dhading%20charange&query_place_id=ChIJySYrawAb6zkRzT0AkIEyu18
Thrangu sekhar,Buddhist temple,Buddhist temple,"MCCH+9WW, Bhaktapur 44800, Nepal",Bhaktapur,27.6709939,85.4298429,0,0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Xiwkb2LIzRqxgf6gIkv8Jw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=356.44382&pitch=0&thumbfov=100,,https://www.google.com/maps/search/?api=1&query=Thrangu%20sekhar&query_place_id=ChIJGamfd_0b6zkRmjjHKrAMMds
Nyatapola Temple,Hindu temple,Hindu temple,"Taumadhi Square, Bhaktapur 44800, Nepal",Bhaktapur,27.6713593,85.4293285,4.7,2682,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwjFMVRGhVZRQszt9r8jk2PKuP2GXXzLW-q5zz5DJIl7kYDN4kNk96AeyYQx6NnzTmD6_4006B7e72M3mP9j__ueco9iQVU8ogYKQCawO8Kwuepx-55872bS0L2eIQc4dc5Y4CjPA=w408-h544-k-no,,https://www.google.com/maps/search/?api=1&query=Nyatapola%20Temple&query_place_id=ChIJ2ahSr68a6zkREg8gcrC_UoU
Dattatraya Temple दत्तात्रय मन्दिर,Hindu temple,Hindu temple,"Mako Galli, Bhaktapur 44800, Nepal",Bhaktapur,27.6734281,85.4353788,4.7,955,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz1iDr4x-imsymIWzLs4nBfMIN9J1K31VlpTCU9GrWcnZsT88IS-EXOyROOB33Dw656wDC_XU03NQj2sqVZ8tN5_p3cVR213wUtXnuMsI46Tn2cU__AaIRt5fU6JKs25wRsSQyG=w408-h306-k-no,,https://www.google.com/maps/search/?api=1&query=Dattatraya%20Temple%20%E0%A4%A6%E0%A4%A4%E0%A5%8D%E0%A4%A4%E0%A4%BE%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AF%20%E0%A4%AE%E0%A4%A8%E0%A5%8D%E0%A4%A6%E0%A4%BF%E0%A4%B0&query_place_id=ChIJAQBseq0a6zkR9JGKydTPjsI
Siddhi Vatsala Temple,Hindu temple,Hindu temple,"MCCH+RG6, Bhaktapur 44800, Nepal",Bhaktapur,27.6720314,85.4287688,4.6,37,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSybVwB1yxj8VHr6WpOZKG7mzzn9sZRA7dQDJbBr5CglDNISywwFDWT8K0gzmX7_5lYFWJbqLa6SzrcXA-_KsrCeelxGI1040-ADx1xSNQj7QPQjIXKP34KRVVLAB9niyn-Jg64KTg=w408-h544-k-no,,https://www.google.com/maps/search/?api=1&query=Siddhi%20Vatsala%20Temple&query_place_id=ChIJD7ktZqwa6zkR2V_p3dXIxrU
Bhagwati,Hindu temple,Hindu temple,"12 Rammandir Rd, Bhaktapur 44800, Nepal",Bhaktapur,27.6721405,85.4288012,4.5,11,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSycn870VHJyQOP4OqNiIGyqVTfgUSZQT-YEuY8JYtpo4GOLAHkZMJV41AQANqDvPvpnT9fMUCttM4qnHs3QpK1G2iu3XCvyrlftxpw8OVmlCjkZxekdAFdDd4dGYaV35hEegDHhcw=w408-h544-k-no,,https://www.google.com/maps/search/?api=1&query=Bhagwati&query_place_id=ChIJ76mlvq8a6zkR39E4IOaTu1Y
Indrayani Temple,Hindu temple,Hindu temple,"MCFG+7PG, Bhaktapur 2, Nepal",Bhaktapur,27.6731876,85.4268204,4.5,40,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwNCA8URW2jmLIV6Z3OeMia6YCG6TlOaICV9rGyRQayiTBMcOSLCoRvnpRdpqrF2nqgOP6jvmkTC9kg7fY9BYYIwy7a-BRLYb3Xqm8-t3ZESY5DHRQD9_bIXIF53i4aERqJaZm8=w408-h306-k-no,,https://www.google.com/maps/search/?api=1&query=Indrayani%20Temple&query_place_id=ChIJSYjpXaUa6zkRjfvj9l_9t00
Mayaju Temple (मयजु मन्दिर),Hindu temple,Hindu temple,"12 Rammandir Rd, Bhaktapur 44800, Nepal",Bhaktapur,27.6713333,85.4297626,5,1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwyPF1lZ_MPd7cVRN5QYUyifmyNp9weFj_VF2EnFCKiX22oJBDPSbxerp2hASnGBbAr1DnQrhtQx34GHfo-mXk2yiPvznHLRiuxwqjSj-5hY5heVTS49IwSan1ByHsDOyo8gtJToA=w408-h612-k-no,,https://www.google.com/maps/search/?api=1&query=Mayaju%20Temple%20(%E0%A4%AE%E0%A4%AF%E0%A4%9C%E0%A5%81%20%E0%A4%AE%E0%A4%A8%E0%A5%8D%E0%A4%A6%E0%A4%BF%E0%A4%B0)&query_place_id=ChIJzYjuj-cb6zkRsTBKzS5Dzys
Navadurga Dyo Chhen Temple नवदुर्गा द्यः छेँ,Hindu temple,Hindu temple,"MCGP+28W, Navadurga - Ganchhen Rd, Bhaktapur 44800, Nepal",Bhaktapur,27.6751675,85.4357768,4.7,261,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyliGbvTLy-tMPst8ir4dxcou_P6Ixbma-OkIJy_ydaN1OCmTHFdj79GTjsvBMBKtmSOjvNAkrKakyBABlQQDzwOrDwtE6MFF5n90P44g0Pvd2C9F83W7osYZWqTp8NqgS1GZBhmg=w408-h725-k-no,,https://www.google.com/maps/search/?api=1&query=Navadurga%20Dyo%20Chhen%20Temple%20%E0%A4%A8%E0%A4%B5%E0%A4%A6%E0%A5%81%E0%A4%B0%E0%A5%8D%E0%A4%97%E0%A4%BE%20%E0%A4%A6%E0%A5%8D%E0%A4%AF%E0%A4%83%20%E0%A4%9B%E0%A5%87%E0%A4%81&query_place_id=ChIJhy2akbIa6zkRKokuCO2-5vo
Siddhi Ganesh Temple,Hindu temple,Hindu temple,"MCFM+88V, Palikhel-Chorcha Rd, Bhaktapur 44800, Nepal",Bhaktapur,27.6733542,85.4332882,4.6,18,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzlqpeHbLcP8N_AsUzBa-NLlL8GMoqPCs92jgeTL3VHIpan1W1OG26vPaRPsTcCrg4bqGk7j1vAmETB0veCBM3ZNYvTiTiCnIJkuIhY5j_wInr4Kbr8RMQs6IKVuM3py1x1t4B14w=w408-h544-k-no,,https://www.google.com/maps/search/?api=1&query=Siddhi%20Ganesh%20Temple&query_place_id=ChIJrzke7q0a6zkRH66Ijvhq-gI
Shilu Mahadev - Phasi Dega,Hindu temple,Hindu temple,"Bhaktapur 44800, Nepal",Bhaktapur,27.6723271,85.4289579,4.6,65,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxFe-uXnOfurGMeHNiFH0tOjrDNzK0gojZ0dNIPz6f46KdZ_WUeUQB0CW7YFGRoDCOy-9MLghW6hEcO2-9JjuUFhg4NK1_zrPzyA6KB-n1dGhVql7HAhHz-5ETKcIyZA9U3f5w=w408-h544-k-no,,https://www.google.com/maps/search/?api=1&query=Shilu%20Mahadev%20-%20Phasi%20Dega&query_place_id=ChIJPzxOv68a6zkRsdtkTxaZ0Qo
Indrayani Dyochen,Hindu temple,Hindu temple,"MCCG+XPH, Bhaktapur 44800, Nepal",Bhaktapur,27.672445,85.4268668,4.5,2,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzxE-Rp78WTJaG8S0IsjeW4arEjiWn4OvEDwL-fK81Jh3J1dK2XW0WZIJi8FE7o-NLqn42lvgz0VwH-OTgw6pxh_6Gbo8EcEBviuU0eSn6dmr7QglzKkr4tynGINLrZlTVEBmR-3w=w480-h240-k-no,,https://www.google.com/maps/search/?api=1&query=Indrayani%20Dyochen&query_place_id=ChIJXf6_XaUa6zkRGPwg1LlkZ3M
Nṛtya vatsalā temple,Hindu temple,Hindu temple,"MCCH+Q9F, Bhaktapur 44800, Nepal",Bhaktapur,27.6719316,85.4284204,4.5,43,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyu4BrUMsSvSvjpjlxGz57tmW9sy3OARsTl9XB93qKPbatGbavaWKaOyw06zIsmRqs4v9d0NGwowU9KvrS9TYttNIrUb-XX-TJwo2JQWdeXCKD97UEMP_h0w72cSraYHgJobOn1Rg=w408-h544-k-no,,https://www.google.com/maps/search/?api=1&query=N%E1%B9%9Btya%20vatsal%C4%81%20temple&query_place_id=ChIJLaKOlq8a6zkR4uaX3VUnAHA
Laxmi Narasingha Temple,Hindu temple,Hindu temple,"MCCH+6HQ, Bhaktapur 44800, Nepal",Bhaktapur,27.6705969,85.4289901,4.8,15,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw3IrQ7W9NQiUnR82zDPNxn6cDAMmkA-aVTv69pleIozdzKvwvV_VCtAheCcOlieMFKal8BImHUuzONlQz6cL_bNlf8px4jfVz_HzQNKWCeSEoDyKLPGAV-8dPGDErOrv4B-olRnw=w408-h279-k-no,,https://www.google.com/maps/search/?api=1&query=Laxmi%20Narasingha%20Temple&query_place_id=ChIJ9yTRDq8a6zkRwayxQ0NXfhM
Balakhu Ganesh Temple,Hindu temple,Hindu temple,"MCFH+2QV, Bhaktapur 44800, Nepal",Bhaktapur,27.6726042,85.4294198,4.8,13,https://lh3.googleusercontent.com/gps-proxy/ALd4DhFIjbORw1IJ81mLktHuNBJIiEyIrKzOxdRSD93PX4CKtOKBqnHAw-vo1Hqca2serpI-KAdGQeprqUG_fKsHuFo0JAElsAuAr6PgKlXpebUJA9V0AQwb10-ewizfOgVLAhmS6NYytsvHuKO7_f3oEJcSMCUjI2lKd4WzdCgGCKuQ0PBNjrvHE7HNEvwd0sIGwM2cx2o=w408-h306-k-no,,https://www.google.com/maps/search/?api=1&query=Balakhu%20Ganesh%20Temple&query_place_id=ChIJCWpSyK8a6zkRmKzg77gKqTU
Hemadyo हेमद्यो,Hindu temple,Hindu temple,"MCFJ+CX5, Yachhen-Thalachhen Rd, Bhaktapur 44800, Nepal",Bhaktapur,27.6735024,85.432488,5,1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwPCHzDet9BjoKz8HOB2oQUCf_zB1Orkc4kgY7Yr0WpEncJfId7boE1yJ7hpPmVqawvgvTL0DTS6DSJLRrU9p4Zzo7wcGG3XJgGuDM6WxzbWXBiEgShUf22_22NaF15Ro1YLpwwTg=w408-h240-k-no-pi-20-ya127.0517-ro0-fo100,,https://www.google.com/maps/search/?api=1&query=Hemadyo%20%E0%A4%B9%E0%A5%87%E0%A4%AE%E0%A4%A6%E0%A5%8D%E0%A4%AF%E0%A5%8B&query_place_id=ChIJMU_fsCcb6zkRPZd_uE1OWZE
Bhaju Temple (भाजु मन्दिर),Hindu temple,Hindu temple,"12 Rammandir Rd, Bhaktapur 44800, Nepal",Bhaktapur,27.6713081,85.430077,5,1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxdeCz_onzqgIjjXfd07jaQ2jSboTbQnF9S1ZWr4TEM_byAnB6ilo95PE4Id4tWQxMCboDLDOCkyOmM0X5VnGjWwjTUuB0fxfYSjhnXjnFxCrBqpK-v3NX7YW7WVF6hz08NmpJC=w408-h583-k-no,,https://www.google.com/maps/search/?api=1&query=Bhaju%20Temple%20(%E0%A4%AD%E0%A4%BE%E0%A4%9C%E0%A5%81%20%E0%A4%AE%E0%A4%A8%E0%A5%8D%E0%A4%A6%E0%A4%BF%E0%A4%B0)&query_place_id=ChIJr7zlKLwb6zkRpjqC5n7n-CI
सिम द्य: (Sim God),Hindu temple,Hindu temple,"6 Inacho - Hanumanghat Rd, Bhaktapur 44800, Nepal",Bhaktapur,27.6716284,85.435012,4.7,3,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxAuzJD0Yrf201-8TbXJcGFv1whEYSESMLgqEVN_g-1rKlFevbOfosXSS6Px6EgtezmlXugdArnFjnzvLpIynwEHkHRBiptmbjIzJfMGwVsQ7rUa0T8ZZdpij9roINHH2JFdbdRyA=w429-h240-k-no,,https://www.google.com/maps/search/?api=1&query=%E0%A4%B8%E0%A4%BF%E0%A4%AE%20%E0%A4%A6%E0%A5%8D%E0%A4%AF%3A%20(Sim%20God)&query_place_id=ChIJLz9CUZcb6zkRSL8bLXR7dGU
